FACID,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_ID,STREETNUM,STREETNAME,CCLHO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,BIRTHING_FACILITY_FLAG,TRAUMA_PED_CTR,TRAUMA_CTR
630012451,MARTIN ROCHA MD INC,RHC,PRIMARY CARE CLINIC,NON-LTC,0,251 NORTH HIGHWAY 173 SUITE 6,LAKE ARROWHEAD,92352,,,MARTINROCHAMD@GMAIL.COM,(909) 336-3674,(909) 336-3670,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,,,,,,,34.254611,-117.173163,"(-117.173163,34.254611)",,251,NORTH HIGHWAY 173 SUITE 6,36,SAN BERNARDINO,	071,,,
630012452,"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,726 POLK ST,SAN FRANCISCO,94109,7813,,TRI@APIWELLNESS.ORG,(415) 292-3405,(415) 292-3400,480,SAN FRANCISCO,22,SAN FRANCISCO,Y,550001294,"ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.",02JUN2010,02JUN2018,01JUN2019,NONPROFIT CORP,37.78382,-122.419011,"(-122.419011,37.78382)",306384211,726,POLK ST,38,SAN FRANCISCO,	075,,,
630012456,"HOME HEALTH 2U, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,273 W. ALAMEDA AVE,BURBANK,91502,4748,"BATHURST, GOHAR",HH2UINC@YAHOO.COM,(818)558-1144,(818) 502-0200,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001503,"HOME HEALTH 2U, INC.",14FEB2011,14FEB2018,13FEB2019,PROFIT CORP,34.167265,-118.307479,"(-118.307479,34.167265)",406197521,273,W. ALAMEDA AVE,19,LOS ANGELES,	037,,,
630012457,"STELLAR SURGICAL SPECIALTIES, INC.",ASC/SURGC,SURGICAL CLINIC,NON-LTC,0,69780 STELLAR DR,RANCHO MIRAGE,92270,2954,"BENSON, SHARON",,(760) 202-4676,(760) 202-2770,430,RIVERSIDE,25,RIVERSIDE,Y,,,,,,,33.763,-116.444071,"(-116.444071,33.763)",,69780,STELLAR DR,33,RIVERSIDE,	065,,,
630012458,"AMAX HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,11911 ARTESIA BLVD,CERRITOS,90701,4005,"BUFETE, BERNADETTE D",PROQUE5@COMCAST.NET,(408) 262-8806,(408) 306-2748,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001543,"AMAX HOME HEALTH, INC.",28MAR2011,28MAR2018,27MAR2019,PROFIT CORP,33.873139,-118.079681,"(-118.079681,33.873139)",406197498,11911,ARTESIA BLVD,19,LOS ANGELES,	037,,,
630012459,MARK LANE ONE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,2520 MARK LN,COSTA MESA,92626,6701,"SCHESSELE, KEITH",DAMIEN.NOMELLINI@RESCARE.COM,(714) 531-1970,(714) 537-3252,400,ORANGE,06,ORANGE COUNTY,Y,550001232,"RSCR CALIFORNIA, INC.",02MAR2010,02MAR2018,01MAR2019,PROFIT CORP,33.665314,-117.921871,"(-117.921871,33.665314)",,2520,MARK LN,30,ORANGE,	059,,,
630012463,"MILLENNIUM HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,13758 VICTORY BLVD,VAN NUYS,91401,6734,"MERGERDITCHIAN, ANGEL",MILLENNIUMHH@YAHOO.COM,(818) 779-8903,(818) 779-8902,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001368,"MILLENNIUM HOME HEALTH CARE, INC.",06AUG2010,06NOV2018,05NOV2019,PROFIT CORP,34.18637,-118.433301,"(-118.433301,34.18637)",406197454,13758,VICTORY BLVD,19,LOS ANGELES,	037,,,
630012467,NEIGHBOR CARE HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,2955 E HILLCREST DR,WESTLAKE VILLAGE,91362,3176,"ROSALES, KAREN",,(805) 496-8158,(805) 496-8183,660,VENTURA,05,VENTURA,Y,550001339,ROSALES INC,22JUL2010,22NOV2017,21NOV2018,PROFIT CORP,34.17335,-118.834031,"(-118.834031,34.17335)",406564209,2955,E HILLCREST DR,56,VENTURA,	111,,,
630012470,"HARVARD HEALTH SERVICES, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,126 S JACKSON ST,GLENDALE,91205,4920,"OVSEPYAN, KEVIN V",HARVARDHS@YAHOO.COM,(818)502-9997,(818)502-9996,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001641,"HARVARD HEALTH SERVICES, INC.",10JUN2011,10JUN2018,09JUN2019,PROFIT CORP,34.14534,-118.249741,"(-118.249741,34.14534)",406197567,126,S JACKSON ST,19,LOS ANGELES,	037,,,
630012471,"A1 UNLIMITED HOME HEALTH CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,4430 SANTA MONICA BLVD,LOS ANGELES,90029,2014,"VOSKANYAN, MARIAM",INFO@A1UNLIMITEDCARE.COM,(323) 331-3091,(323) 331-3088,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001506,"A1 UNLIMITED HOME HEALTH CARE, INC.",24FEB2011,24FEB2018,23FEB2019,PROFIT CORP,34.09052,-118.285721,"(-118.285721,34.09052)",406197501,4430,SANTA MONICA BLVD,19,LOS ANGELES,	037,,,
630012472,RAVENSWOOD FAMILY DENTISTRY,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1807 BAY RD,EAST PALO ALTO,94303,1312,"BUADA, LUISA",DENTAL-LIC@RAVENSWOODFHC.ORG,(650) 853-1018,(650) 330-7410,510,SAN MATEO,22,SAN FRANCISCO,Y,550001258,"SOUTH COUNTY COMMUNITY HEALTH CENTER, INC.",19APR2010,19APR2018,18APR2019,NONPROFIT CORP,37.471978,-122.134439,"(-122.134439,37.471978)",306414115,1807,BAY RD,41,SAN MATEO,	081,,,
630012473,"MINUET HOMES, INC.",ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,8566 MINUET PL,PANORAMA CITY,91402,3833,"BLACKMAN, EDITH V",EDITHBLACKHAM@YAHOO.COM,(818) 892-9911,(818) 389-5776,200,LOS ANGELES,96,LOS ANGELES EAST,Y,550001313,"MINUET HOMES, INC.",17JUN2010,17JUN2018,16JUN2019,PROFIT CORP,34.22665,-118.433511,"(-118.433511,34.22665)",,8566,MINUET PL,19,LOS ANGELES,	037,,,
630012474,"LA CARE HOME HEALTH SERVICES, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,178 S VICTORY BLVD.,BURBANK,91502,2881,"HARATONIANS, EDWIN",LACAREHH@YAHOO.COM,(909) 931-0860,(909) 931-0800,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001524,"LA CARE HOME HEALTH SERVICES, INC.",26AUG2010,03JUN2017,02JUN2018,PROFIT CORP,34.172551,-118.315991,"(-118.315991,34.172551)",406198249,178,S VICTORY BLVD.,19,LOS ANGELES,	037,,,
630012475,A-BIZ HEALTH SYSTEMS,HHA,HOME HEALTH AGENCY,NON-LTC,0,14431 HAMLIN ST.,VAN NUYS,91401,,"KOSHMAN, PAVLO",ABIZHEALTH@YAHOO.COM,(818) 922-8602,(818) 654-6874,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001367,"A-BIZ, INC.",17SEP2010,26JUN2018,25JUN2019,PROFIT CORP,34.18898,-118.447541,"(-118.447541,34.18898)",406198323,14431,HAMLIN ST.,19,LOS ANGELES,	037,,,
630012477,"24-SEVEN HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,648 SOUTH BARRANCA AVE,COVINA,91723,,"ASH, MARIA",MARIAASHRN@AOL.COM,(909) 593-1088,(909) 593-0900,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001366,"24-SEVEN HOME HEALTH, INC.",17SEP2010,17NOV2018,16NOV2019,PROFIT CORP,34.078346,-117.881264,"(-117.881264,34.078346)",406197452,648,SOUTH BARRANCA AVE,19,LOS ANGELES,	037,,,
630012479,"AID HOME HEALTH CARE, INC",HHA,HOME HEALTH AGENCY,NON-LTC,0,1007 S CENTRAL AVE,GLENDALE,91204,3909,"BATHURST, GOHAR",,(818)566-6816,(818) 242-4979,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001323,"AID HOME HEALTH CARE, INC.",20MAY2010,20MAY2018,19MAY2019,PROFIT CORP,34.13447,-118.258231,"(-118.258231,34.13447)",406197414,1007,S CENTRAL AVE,19,LOS ANGELES,	037,,,
630012481,PIRU FAMILY MEDICAL CENTER,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,4061 CENTER ST,PIRU,93040,0473,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.41591,-118.790751,"(-118.790751,34.41591)",,4061,CENTER ST,56,VENTURA,	111,,,
630012482,MAGNOLIA FAMILY MEDICAL CENTER,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,2240 E GONZALES RD,OXNARD,93036,8212,,,(805) 981-5152,(805) 981-5151,660,VENTURA,05,VENTURA,Y,,,,,,,34.21798,-119.146881,"(-119.146881,34.21798)",,2240,E GONZALES RD,56,VENTURA,	111,,,
630012483,PEDIATRIC DIAGNOSTIC CENTER,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,3160 LOMA VISTA RD,VENTURA,93003,2918,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.27557,-119.253401,"(-119.253401,34.27557)",,3160,LOMA VISTA RD,56,VENTURA,	111,,,
630012484,ANACAPA SURGICAL ASSOCIATES,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,3170 LOMA VISTA RD,VENTURA,93003,2970,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.27544,-119.253221,"(-119.253221,34.27544)",,3170,LOMA VISTA RD,56,VENTURA,	111,,,
630012485,WEST VENTURA MEDICAL CLINIC,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,133 W SANTA CLARA ST,VENTURA,93001,2543,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.28005,-119.303111,"(-119.303111,34.28005)",,133,W SANTA CLARA ST,56,VENTURA,	111,,,
630012486,CONEJO VALLEY MEDICAL GROUP,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,125 W THOUSAND OAKS BLVD,THOUSAND OAKS,91360,4402,"FIGUEROA, NOEL",,(805)370-0619,(805)418-9100,660,VENTURA,05,VENTURA,Y,,,,,,,34.17915,-118.880111,"(-118.880111,34.17915)",,125,W THOUSAND OAKS BLVD,56,VENTURA,	111,,,
630012487,SANTA PAULA MEDICAL CLINIC,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,1334 E MAIN ST,SANTA PAULA,93060,2926,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.356312,-119.053027,"(-119.053027,34.356312)",,1334,E MAIN ST,56,VENTURA,	111,,,
630012488,SANTA PAULA HOSPITAL CLINIC,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,845 N 10TH ST,SANTA PAULA,93060,1348,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.366177,-119.066074,"(-119.066074,34.366177)",,845,N 10TH ST,56,VENTURA,	111,,,
630012489,MANDALAY BAY WOMEN & CHILDRENS,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,2000 OUTLET CENTER DR,OXNARD,93036,0608,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.22063,-119.147251,"(-119.147251,34.22063)",,2000,OUTLET CENTER DR,56,VENTURA,	111,,,
630012490,JOHN K FLYNN COMMUNITY CLINIC,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,3100 N ROSE AVE,OXNARD,93036,1807,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.23244,-119.153711,"(-119.153711,34.23244)",,3100,N ROSE AVE,56,VENTURA,	111,,,
630012491,LAS ISLAS FAMILY MEDICAL GROUP,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,2400 SOUTH C ST,OXNARD,93033,,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.176954,-119.181285,"(-119.181285,34.176954)",,2400,SOUTH C ST,56,VENTURA,	111,,,
630012492,SIERRA VISTA FAMILY MEDICAL CLINIC,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,4531 ALAMO ST,SIMI VALLEY,93063,1734,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.286285,-118.705927,"(-118.705927,34.286285)",,4531,ALAMO ST,56,VENTURA,	111,,,
630012493,SANTA PAULA WEST,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,254 W HARVARD BLVD,SANTA PAULA,93060,3920,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.345155,-119.075643,"(-119.075643,34.345155)",,254,W HARVARD BLVD,56,VENTURA,	111,,,
630012494,MOORPARK FAMILY MEDICAL CLINIC,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,612 SPRING RD,MOORPARK,93021,1298,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.283001,-118.874611,"(-118.874611,34.283001)",,612,SPRING RD,56,VENTURA,	111,,,
630012495,LAS POSAS FAMILY MEDICAL GROUP,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,3801 LAS POSAS RD,CAMARILLO,93010,1426,,,,,660,VENTURA,05,VENTURA,Y,,,,,,,34.24199,-119.019521,"(-119.019521,34.24199)",,3801,LAS POSAS RD,56,VENTURA,	111,,,
630012496,COMMUNITY HEALTH CENTERS ARBOR,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1418 E MAIN ST,SANTA MARIA,93454,4836,"CASTLE, RONALD  E",MMCKENZIE@CHCCC.ORG,(805) 929-6446,(805) 928-3678,520,SANTA BARBARA,05,VENTURA,Y,550001201,"COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST, INC.",07JAN2010,07JAN2018,06JAN2019,NONPROFIT CORP,34.95247,-120.413511,"(-120.413511,34.95247)",306414114,1418,E MAIN ST,42,SANTA BARBARA,	083,,,
630012498,"NCA HOME HEALTH CARE, INC",HHA,HOME HEALTH AGENCY,NON-LTC,0,10523 BURBANK BLVD,NORTH HOLLYWOOD,91601,2235,"OCAMPO, ALFREDA B",NCAHHC111@AOL.COM,(818) 980-1199,(818) 980-1180,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001409,"NCA HOME HEALTH CARE, INC.",07OCT2010,26SEP2017,25SEP2018,PROFIT CORP,34.17244,-118.360181,"(-118.360181,34.17244)",406197472,10523,BURBANK BLVD,19,LOS ANGELES,	037,,,
630012499,"ALL AMERICANS CHOICE HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,2619 S WATERMAN AVE,SAN BERNARDINO,92408,3737,"SIQUIAN, CRISELDA",JAYANIAG@YAHOO.COM,(909) 498-0348,(909) 262-1676,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550001304,"ALL AMERICANS CHOICE HOME HEALTH, INC.",03JUN2010,03JUN2018,02JUN2019,PROFIT CORP,34.05373,-117.278241,"(-117.278241,34.05373)",406364408,2619,S WATERMAN AVE,36,SAN BERNARDINO,	071,,,
630012500,QUALITY DIALYSIS CENTER OF SAN GABRIEL,ESRD/CDC,CHRONIC DIALYSIS CLINIC,NON-LTC,39,801 S SAN GABRIEL BLVD,SAN GABRIEL,91776,2724,"WU, CHERRY",PRIYA626@GMAIL.COM,(626) 285-8135,(626) 285-1830,200,LOS ANGELES,93,LOS ANGELES EAST,Y,550001264,"SAN GABRIEL NEPHROLOGY SERVICES, LLC",28APR2010,28APR2018,27APR2019,LIMITED LIABILITY COMPANY,34.09276,-118.091281,"(-118.091281,34.09276)",306196918,801,S SAN GABRIEL BLVD,19,LOS ANGELES,	037,,,
630012501,"CARLUZA HOSPICE, INC.",HOSPICE,HOSPICE,NON-LTC,0,11712 MOORPARK ST,STUDIO CITY,91604,2154,"GAMBARINI, MARINA L",CARLUZAHOSPICE@YAHOO.COM,(818) 980-9771,(818) 980-9770,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001420,"CARLUZA HOSPICE, INC.",29OCT2010,29NOV2018,28NOV2020,PROFIT CORP,34.14998,-118.388241,"(-118.388241,34.14998)",406197462,11712,MOORPARK ST,19,LOS ANGELES,	037,,,
630012502,SMILE MOBILE,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,10602 CHAPMAN AVE,GARDEN GROVE,92840,3147,"SERVI, TOMMIE",KWILKS@HEALTHYSMILESOC.ORG,(714) 537-0733,(714) 537-0700,400,ORANGE,06,ORANGE COUNTY,Y,550001234,HEALTHY SMILES FOR KIDS OF ORANGE COUNTY,19FEB2010,19FEB2018,18FEB2019,NONPROFIT CORP,33.78807,-117.947971,"(-117.947971,33.78807)",306304454,10602,CHAPMAN AVE,30,ORANGE,	059,,,
630012503,RESERVOIR PHYSICIANS SURGERY CENTER,ASC,SURGICAL CLINIC,NON-LTC,0,6719 ALVARADO RD,SAN DIEGO,92120,5231,,,,(619) 269-9536,470,SAN DIEGO,09,SAN DIEGO,Y,,,,,,,32.77635,-117.055161,"(-117.055161,32.77635)",,6719,ALVARADO RD,37,SAN DIEGO,	073,,,
630012504,"CALIFORNIA CARE HOME HEALTH AGENCY, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,315 W PONDERA ST,LANCASTER,93534,3681,"SANTOMIN-SY, EVALGELINE",CALIFORNIACAREHHA@GMAIL.COM,(661) 945-1500,(661) 917-0678,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001434,"CALIFORNIA CARE HOME HEALTH AGENCY, INC.",30NOV2010,30NOV2017,29NOV2018,PROFIT CORP,34.690249,-118.132795,"(-118.132795,34.690249)",406197478,315,W PONDERA ST,19,LOS ANGELES,	037,,,
630012505,RIDGECREST REGIONAL HOSPICE,HOSPICE,HOSPICE,NON-LTC,0,1653 TRIANGLE DR,RIDGECREST,93555,2614,"MIDDLEMISS, RICHARD L",,,(760) 499-3617,140,KERN,12,BAKERSFIELD,N,120000194,RIDGECREST REGIONAL HOSPITAL,09MAY1979,09MAY2018,08MAY2019,NONPROFIT CORP,35.65039,-117.671801,"(-117.671801,35.65039)",,1653,TRIANGLE DR,15,KERN,	029,,,
630012506,CHENEY HOME ICF-DD/N,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,1644 CHENEY LANE,HAYWARD,94545,4331,"REGINALDO-ROXAS, RITA",RITA9256@SBCGLOBAL.NET,(510) 784-0294,(510) 670-0239,000,ALAMEDA,02,EAST BAY,Y,550001210,,09FEB2010,09FEB2018,08FEB2019,INDIVIDUAL,37.63584,-122.089101,"(-122.089101,37.63584)",,1644,CHENEY LANE,01,ALAMEDA,	001,,,
630012507,"ZELOMARA PLUS HOME HEALTH, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,520 N. BROOKHURST ST,ANAHEIM,92801,,"GAVINA, GRACE",GGAVINA@ME.COM,(657) 230-9246,(657) 230-9245,400,ORANGE,06,ORANGE COUNTY,Y,550001388,"ZELOMARA PLUS HOME HEALTH, INC.",21SEP2010,29AUG2018,27FEB2019,PROFIT CORP,33.83899,-117.958561,"(-117.958561,33.83899)",406304459,520,N. BROOKHURST ST,30,ORANGE,	059,,,
630012508,IVORY HOSPICE & PALLIATIVE CARE,HOSPICE,HOSPICE,NON-LTC,0,233 E. POMONA BLVD.,MONTEREY PARK,91755,7428,"CALUAG, MA ALMA V",IVORYHOSPICE@GMAIL.COM,(323)724-7800,(323)724-7802,200,LOS ANGELES,98,LOS ANGELES WEST,Y,550001421,"IVORY HOSPICE, INC.",04NOV2010,04NOV2018,03NOV2020,PROFIT CORP,34.03384,-118.128061,"(-118.128061,34.03384)",406196638,233,E. POMONA BLVD.,19,LOS ANGELES,	037,,,
630012509,PACIFIC COAST SURGICAL CENTER LP,ASC,SURGICAL CLINIC,NON-LTC,0,3720 LOMITA BLVD,TORRANCE,90505,3884,,,,(310) 802-6260,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,33.81492,-118.349711,"(-118.349711,33.81492)",,3720,LOMITA BLVD,19,LOS ANGELES,	037,,,
630012512,PEPPERMINT RIDGE - DUDLEY HOME,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,6,4289 SHOALCREEK DR,CORONA,92883,0724,"LAPINA, CYNDI",CLAPINA@PEPPERMINTRIDGE.ORG,(951) 737-0726,(951) 273-7331,430,RIVERSIDE,25,RIVERSIDE,Y,550001274,PEPPERMINT RIDGE,13MAY2010,13MAY2018,12MAY2019,NONPROFIT CORP,33.81397,-117.536021,"(-117.536021,33.81397)",,4289,SHOALCREEK DR,33,RIVERSIDE,	065,,,
630012514,ALERT HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,NON-LTC,0,11501 DUBLIN BOULEVARD,DUBLIN,94568,2826,"CORTEZ, MAGDALENA",INFO@ALERTHOMEHEALTHCARE.COM,(925) 403-0708,(925) 452-8260,000,ALAMEDA,02,EAST BAY,Y,550001305,"ALERT HOME HEALTH CARE, INC.",04JUN2010,04JUN2018,03JUN2019,PROFIT CORP,37.69903,-121.944001,"(-121.944001,37.69903)",406014273,11501,DUBLIN BOULEVARD,01,ALAMEDA,	001,,,
630012515,"NORTHERN CALIFORNIA ADVANCED SURGERY CENTER, LP",ASC,SURGICAL CLINIC,NON-LTC,0,5771 GREENBACK LANE,SACRAMENTO,95841,2013,"WALLER, JANICE",,,(916) 239-2046,440,SACRAMENTO,03,SACRAMENTO,Y,,,,,,,38.6822792,-121.3292807,"(-121.3292807,38.6822792)",,5771,GREENBACK LANE,34,SACRAMENTO,	067,,,
630012516,"SKIN CANCER AND RECONSTRUCTIVE SURGERY CENTER, LLC",ASC,SURGICAL CLINIC,NON-LTC,0,180 NEWPORT CENTER DR,NEWPORT BEACH,92660,6972,,,(949) 719-1810,(949) 220-1600,400,ORANGE,06,ORANGE COUNTY,Y,,,,,,,33.6107,-117.875321,"(-117.875321,33.6107)",,180,NEWPORT CENTER DR,30,ORANGE,	059,,,
630012517,"OCEANVIEW PAIN TREATMENT MEDICAL CENTER, INC.",ASC,SURGICAL CLINIC,NON-LTC,0,2650 ELM AVE,LONG BEACH,90806,1651,,,,(562) 426-8500,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,33.80551,-118.188021,"(-118.188021,33.80551)",,2650,ELM AVE,62,LONG BEACH,	037,,,
630012519,ONE HEALTH CARE PROVIDER INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,101 E. REDLANDS BLVD.,REDLANDS,92373,,"ZAMORA, ADALBERT M",OHCPINC@YAHOO.COM,(909) 335-3547,(909) 335-3546,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550001392,"ONE HEALTH CARE PROVIDER, INC.",26AUG2010,06APR2017,05OCT2017,PROFIT CORP,34.05831,-117.180651,"(-117.180651,34.05831)",406364412,101,E. REDLANDS BLVD.,36,SAN BERNARDINO,	071,,,
630012520,CSP-SAN QUENTIN - CORRECTIONAL TREATMENT CENTER,CTC,CORRECTIONAL TREATMENT CENTER,NON-LTC,50,1 MAIN ST,SAN QUENTIN,94964,1000,"HICKERSON, CHAD R",,(415) 455-5011,(415) 721-3511,310,MARIN,15,STATE FACILITIES SECTION,Y,550001202,CA DEPARTMENT OF CORRECTIONS AND REHABILITATION,06JAN2010,06NOV2018,05NOV2019,STATE AGENCY,37.94281,-122.480611,"(-122.480611,37.94281)",,1,MAIN ST,21,MARIN,	041,,,
630012521,MISSION HOSPICE AND HOME CARE,HHA,HOME HEALTH AGENCY,NON-LTC,0,1670 S AMPHLETT BLVD,SAN MATEO,94402,2521,"WILSON, DWIGHT",DWILSON@MISSIONHOSPICE.ORG,(650) 554-1001,(650) 554-1000,510,SAN MATEO,22,SAN FRANCISCO,Y,550001337,"MISSION HOSPICE & HOME CARE, INC.",14JUN2010,14JUN2018,13JUN2019,NONPROFIT CORP,37.55885,-122.301899,"(-122.301899,37.55885)",406414116,1670,S AMPHLETT BLVD,41,SAN MATEO,	081,,,
630012522,"BAHAMAS SURGERY CENTER, LLC",ASC,SURGICAL CLINIC,NON-LTC,0,2400 BAHAMAS DR,BAKERSFIELD,93309,0746,"MCGRATH, JULIE",,,(661) 328-2333,140,KERN,12,BAKERSFIELD,Y,,,,,,,35.3755,-119.045251,"(-119.045251,35.3755)",,2400,BAHAMAS DR,15,KERN,	029,,,
630012523,BEST HOME HEALTH CARE INC,HHA,HOME HEALTH AGENCY,NON-LTC,0,1630 E FRANCIS ST,ONTARIO,91761,5786,"NEGASH, GENET",SMULUGETA@BESTHHC.COM,(909) 658-8881,(909) 923-9303,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550001389,"BEST HOME HEALTH CARE, INC.",25AUG2010,25NOV2017,24NOV2018,PROFIT CORP,34.04031,-117.616551,"(-117.616551,34.04031)",406364413,1630,E FRANCIS ST,36,SAN BERNARDINO,	071,,,
630012529,LAUREL INTERNAL MEDICINE CLINIC,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,1441 CONSTITUTION BLVD,SALINAS,93906,3100,,,,,370,MONTEREY,07,SAN JOSE,Y,,,,,,,36.69624,-121.633071,"(-121.633071,36.69624)",,1441,CONSTITUTION BLVD,27,MONTEREY,	053,,,
630012530,LAUREL WOMEN’S HEALTH CLINIC,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,1441 CONSTITUTION BLVD,SALINAS,93906,3100,,,,,370,MONTEREY,07,SAN JOSE,Y,,,,,,,36.69624,-121.633071,"(-121.633071,36.69624)",,1441,CONSTITUTION BLVD,27,MONTEREY,	053,,,
630012531,LAUREL PEDIATRICS CLINIC,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,1441 CONSTITUTION BLVD,SALINAS,93906,3100,,,,,370,MONTEREY,07,SAN JOSE,Y,,,,,,,36.69624,-121.633071,"(-121.633071,36.69624)",,1441,CONSTITUTION BLVD,27,MONTEREY,	053,,,
630012532,LAUREL FAMILY PRACTICE CLINIC,FQHC,PRIMARY CARE CLINIC,NON-LTC,0,1441 CONSTITUTION BLVD,SALINAS,93906,3100,,,,,370,MONTEREY,07,SAN JOSE,Y,,,,,,,36.69624,-121.633071,"(-121.633071,36.69624)",,1441,CONSTITUTION BLVD,27,MONTEREY,	053,,,
630012534,MEDPLUS HOSPICE SERVICES,HOSPICE,HOSPICE,NON-LTC,0,1551 W 13TH ST,UPLAND,91786,2960,"RYNASKO, L.A.",,,(909) 946-2255,460,SAN BERNARDINO,24,SAN BERNARDINO,Y,550001361,MEDPLUS HOSPICE SERVICES,17AUG2010,17NOV2016,16NOV2018,PROFIT CORP,34.11147,-117.679741,"(-117.679741,34.11147)",406304524,1551,W 13TH ST,36,SAN BERNARDINO,	071,,,
630012536,"PHYSICIANS' SURGERY CENTER OF DOWNEY, INC.",ASC,SURGICAL CLINIC,NON-LTC,0,8200 FIRESTONE BLVD,DOWNEY,90241,4810,,,,(310) 980-5334,200,LOS ANGELES,93,LOS ANGELES EAST,Y,,,,,,,33.94062,-118.135011,"(-118.135011,33.94062)",,8200,FIRESTONE BLVD,19,LOS ANGELES,	037,,,
