id,account,video,play_date,play_duration
5324,490,61783,2019-01-31,3170
5325,324,16716,2019-03-26,4503
5326,685,24296,2019-01-31,3224
5327,693,57493,2019-04-20,4534
5328,103,50516,2019-06-20,3283
5329,408,17436,2018-10-01,8837
5330,79,61653,2019-07-18,5781
5331,620,19985,2019-07-21,8598
5332,650,22243,2019-07-25,2986
5333,585,52560,2019-01-30,2904
5334,247,25558,2018-11-28,8744
5335,196,17722,2019-02-01,7738
5336,653,15381,2018-10-11,744
5337,896,25144,2018-11-20,8200
5338,726,192,2019-04-17,7568
5339,80,32798,2019-01-17,4270
5340,764,56523,2019-08-08,1109
5341,6,46213,2019-04-16,1522
5342,669,45010,2019-03-09,2487
5343,361,12822,2018-12-09,183
5344,454,17195,2019-03-18,8110
5345,542,36260,2019-04-21,3364
5346,223,46044,2019-04-25,2849
5347,194,11000,2019-06-06,925
5348,587,28082,2018-12-17,7315
5349,286,3751,2018-11-28,4997
5350,123,908,2018-12-25,7549
5351,172,18196,2018-09-30,1862
5352,751,30100,2019-08-01,8581
5353,108,1680,2019-05-15,5590
5354,604,39859,2019-03-20,5046
5355,282,50039,2018-09-24,1326
5356,782,30555,2019-01-30,3936
5357,184,40308,2019-07-06,9392
5358,477,29584,2018-09-09,7999
5359,725,45757,2019-03-31,851
5360,693,10920,2019-02-21,7455
5361,675,3928,2019-03-18,6142
5362,460,50993,2019-04-26,964
5363,495,28514,2019-02-14,10783
5364,35,34056,2019-05-30,10074
5365,570,59917,2018-11-22,571
5366,410,1650,2019-01-18,10620
5367,535,58603,2019-09-02,4253
5368,120,32481,2019-07-05,3164
5369,220,16528,2019-01-15,8072
5370,466,16499,2019-05-22,567
5371,66,32487,2019-03-30,3103
5372,436,56193,2019-03-18,1054
5373,410,33356,2018-10-06,9724
5374,95,48924,2019-05-07,4082
5375,797,22540,2019-03-09,3701
5376,406,3473,2019-04-29,8308
5377,490,39948,2019-06-03,1574
5378,99,58409,2018-09-14,9542
5379,319,61707,2019-01-27,3764
5380,652,61898,2019-02-23,43
5381,830,35050,2019-08-26,10375
5382,13,40829,2018-12-12,10465
5383,114,29803,2018-11-19,1155
5384,443,32626,2019-07-12,9864
5385,566,18943,2019-08-12,6943
5386,724,45051,2018-12-09,688
5387,874,52052,2018-12-19,4954
5388,891,38953,2019-05-03,6187
5389,748,58554,2019-06-06,3408
5390,372,45545,2019-06-15,4918
5391,542,54863,2019-04-30,10020
5392,503,45580,2018-10-03,10158
5393,273,58044,2019-01-05,6418
5394,281,25956,2019-02-28,4743
5395,697,11374,2019-07-07,4981
5396,149,54601,2019-05-22,2774
5397,456,18367,2018-12-20,6819
5398,151,19177,2018-11-11,9417
5399,760,48307,2019-07-25,3415
5400,405,19966,2018-09-27,4537
5401,675,37207,2019-04-15,10450
5402,633,54506,2019-06-27,9776
5403,650,29074,2019-02-14,5482
5404,640,32915,2019-05-09,6950
5405,738,49070,2019-04-10,1689
5406,369,60315,2019-01-25,3157
5407,550,37952,2019-07-11,4307
5408,80,20607,2018-10-27,5613
5409,261,1781,2019-03-12,7394
5410,630,24085,2019-01-02,5845
5411,818,7907,2018-10-17,4387
5412,50,47207,2019-02-03,8436
5413,651,29390,2019-08-25,5417
5414,877,41764,2019-06-27,5648
5415,395,51794,2019-03-30,10332
5416,239,21969,2019-02-17,8846
5417,460,46582,2019-03-21,8696
5418,827,36739,2018-11-13,8250
5419,475,38037,2019-05-20,2862
5420,722,1896,2019-06-29,4808
5421,373,20300,2018-11-24,9461
5422,155,27405,2019-05-18,7369
5423,313,22969,2019-04-09,2939
5424,283,50823,2019-02-19,9317
5425,392,19954,2019-08-18,8441
5426,177,47038,2018-09-20,8530
5427,316,24694,2018-12-26,4004
5428,490,52983,2018-09-24,9247
5429,480,18109,2019-01-03,9070
5430,504,59568,2019-01-22,3330
5431,655,21155,2019-05-12,3954
5432,833,18270,2019-07-21,8870
5433,272,30623,2019-02-16,2694
5434,442,4821,2018-11-08,8105
5435,114,30803,2019-01-08,4447
5436,112,10152,2019-04-25,10000
5437,388,57271,2019-06-05,7734
5438,792,21657,2019-03-19,2074
5439,798,35212,2019-03-20,5643
5440,182,21980,2019-05-25,3973
5441,156,47823,2019-02-13,10329
5442,57,18935,2019-07-05,6232
5443,414,47222,2019-07-24,9234
5444,750,7274,2019-07-30,8673
5445,568,16678,2019-03-29,4248
5446,725,52648,2018-11-17,6220
5447,361,24351,2019-06-01,427
5448,639,15156,2018-09-25,7167
5449,502,53784,2019-01-25,7752
5450,677,56504,2019-07-04,2810
5451,586,53202,2019-06-18,5553
5452,754,47973,2018-12-04,5464
5453,165,58899,2019-07-18,6697
5454,37,20218,2018-09-08,7981
5455,455,5466,2019-07-26,10025
5456,879,307,2018-12-09,4942
5457,418,53191,2018-11-06,4498
5458,686,60974,2019-01-31,3740
5459,32,44681,2018-09-24,8491
5460,458,13636,2019-07-05,7086
5461,261,41146,2019-07-18,6616
5462,713,20232,2019-03-17,9308
5463,549,13198,2018-10-22,10187
5464,723,41990,2019-08-27,825
5465,373,17280,2018-12-07,406
5466,341,53317,2018-11-13,5420
5467,558,14640,2018-12-16,9063
5468,426,5012,2019-02-28,5204
5469,722,56188,2019-07-28,8668
5470,359,49389,2019-04-27,8131
5471,613,10867,2018-09-18,8830
5472,270,21159,2018-12-09,3849
5473,772,22058,2018-11-18,7956
5474,72,2349,2018-09-26,5507
5475,188,29227,2018-11-12,5747
5476,515,45387,2018-11-09,6873
5477,26,59631,2019-03-20,3127
5478,591,29352,2019-04-19,10052
5479,121,8931,2019-05-06,9185
5480,189,37091,2018-09-16,7955
5481,826,60116,2019-08-24,7902
5482,690,27772,2019-07-01,5761
5483,565,54759,2019-01-28,357
5484,701,48794,2018-09-10,9271
5485,731,408,2019-03-19,2067
5486,186,56966,2019-06-23,2750
5487,603,60605,2019-06-29,3032
5488,299,55718,2019-05-13,1929
5489,439,51493,2019-08-28,7886
5490,88,3374,2019-08-15,7425
5491,182,43358,2018-10-07,7567
5492,314,8056,2018-10-08,3064
5493,690,55322,2019-08-17,1452
5494,62,54183,2018-09-19,9531
5495,277,14924,2018-11-19,5559
5496,378,30538,2018-09-20,1296
5497,86,48099,2019-03-08,3128
5498,246,10227,2019-07-24,5910
5499,769,543,2018-10-28,422
5500,199,48230,2018-10-06,7691
5501,371,38683,2019-07-07,4798
5502,466,62343,2019-08-03,10265
5503,122,57876,2019-01-10,10010
5504,591,22251,2019-03-24,7394
5505,434,62063,2019-02-10,431
5506,498,1976,2019-07-25,7687
5507,713,45265,2018-11-18,7270
5508,376,22673,2018-09-21,768
5509,212,35779,2019-01-22,653
5510,546,2106,2019-06-23,3969
5511,384,43447,2019-03-27,322
5512,667,1459,2019-05-24,8171
5513,882,50400,2019-02-06,5018
5514,139,29781,2019-06-26,9559
5515,665,5777,2018-11-26,10556
5516,141,38977,2019-03-05,7788
5517,177,25363,2019-04-02,1376
5518,852,44433,2018-10-29,8913
5519,368,64502,2019-01-03,6277
5520,65,45176,2019-02-08,2434
5521,77,11382,2018-09-12,6718
5522,843,30881,2019-05-24,9972
5523,275,44062,2019-07-29,858
5524,163,63565,2019-02-27,7796
5525,616,18531,2019-01-12,8270
5526,42,55873,2019-05-11,2917
5527,306,54319,2018-09-09,1927
5528,531,29493,2018-12-10,6892
5529,255,25756,2018-12-08,9101
5530,593,18130,2018-11-22,9575
5531,418,39242,2019-07-11,9545
5532,305,42702,2019-08-30,6749
5533,193,58548,2019-05-10,2504
5534,377,52500,2019-05-29,7925
5535,39,1241,2018-09-06,9129
5536,187,40871,2019-03-24,1754
5537,86,15544,2019-08-09,914
5538,37,33680,2019-04-24,887
5539,190,42697,2019-04-01,2489
5540,749,57110,2019-07-06,671
5541,876,29691,2019-07-07,9220
5542,744,11501,2019-04-28,2171
5543,857,592,2019-02-04,6825
5544,575,44692,2019-06-10,6893
5545,754,54326,2019-07-10,5926
5546,477,20436,2019-09-03,5624
5547,166,21688,2018-11-18,9787
5548,859,16822,2019-04-25,9580
5549,413,56655,2019-06-19,8326
5550,239,21474,2018-11-23,6503
5551,567,41556,2018-09-29,1588
5552,721,22553,2019-07-01,2931
5553,64,58523,2019-02-26,4962
5554,819,57415,2018-11-30,3966
5555,120,31364,2019-07-08,7302
5556,12,30863,2019-05-13,7025
5557,736,17539,2019-01-12,6769
5558,315,38254,2019-08-28,7673
5559,403,23073,2019-02-15,5538
5560,559,19345,2018-11-22,6274
5561,90,45970,2019-07-18,6911
5562,737,60601,2018-09-21,5247
5563,325,11149,2019-03-19,7763
5564,2,9633,2019-01-08,7100
5565,749,57985,2018-11-14,9922
5566,672,50524,2019-04-16,6997
5567,529,20727,2018-10-08,8008
5568,165,47552,2018-10-28,10601
5569,206,61189,2019-06-16,2917
5570,32,46601,2018-10-07,8885
5571,290,53730,2019-05-30,1783
5572,826,40212,2019-02-08,4469
5573,789,37402,2018-09-25,5358
5574,849,47030,2019-05-13,6505
5575,511,3150,2019-04-02,8148
5576,559,18622,2019-02-05,846
5577,248,10853,2019-07-13,4389
5578,568,540,2019-07-30,100
5579,30,15422,2019-02-11,3065
5580,803,61916,2019-05-21,4893
5581,673,22262,2019-08-07,4306
5582,548,31700,2019-03-19,7101
5583,144,59122,2019-05-11,4936
5584,371,28507,2019-01-18,9083
5585,731,56434,2019-06-11,4104
5586,532,30781,2019-01-23,10015
5587,226,5113,2019-06-18,8416
5588,340,22462,2019-01-18,4993
5589,772,2189,2019-07-19,1773
5590,816,19374,2018-09-14,1914
5591,515,51121,2019-09-02,8816
5592,90,14231,2019-04-21,1362
5593,358,2598,2019-04-30,2167
5594,807,47600,2018-12-16,4397
5595,217,32290,2019-09-03,8272
5596,189,58193,2019-06-04,4576
5597,184,51567,2018-10-09,6599
5598,476,38579,2019-04-15,3704
5599,660,8536,2018-09-23,2058
5600,331,63445,2018-12-29,7736
5601,31,18111,2018-12-03,10206
5602,236,54314,2019-09-01,2059
5603,689,62268,2018-12-27,3103
5604,183,15687,2018-10-05,1615
5605,850,64818,2019-04-08,1013
5606,221,12825,2018-11-25,2291
5607,100,36065,2019-01-11,5971
5608,241,59523,2019-02-27,8666
5609,136,25912,2018-12-24,10025
5610,409,28381,2019-09-02,9518
5611,529,14313,2019-03-03,6805
5612,870,51447,2018-11-05,1845
5613,81,48267,2018-12-26,6614
5614,712,33919,2018-09-21,1273
5615,188,46005,2019-03-12,2972
5616,87,23979,2019-05-17,3830
5617,645,5228,2019-07-21,3762
5618,106,6523,2019-07-28,6508
5619,336,43741,2019-07-27,7164
5620,453,487,2019-02-26,10688
5621,588,15726,2019-01-31,4364
5622,190,3308,2019-01-02,10378
5623,609,61442,2019-05-25,9262
5624,730,1751,2019-02-18,3972
5625,706,49937,2018-12-15,9032
5626,7,58184,2019-08-09,7931
5627,424,60526,2019-05-31,7328
5628,150,32069,2019-04-01,2813
5629,747,48690,2019-02-17,9118
5630,359,55814,2019-07-10,10466
5631,469,57744,2019-02-07,3762
5632,432,2826,2019-04-25,6660
5633,692,27091,2019-08-04,8070
5634,338,35307,2019-03-08,6489
5635,142,36795,2019-03-01,1004
5636,137,22740,2019-02-16,2999
5637,64,63062,2018-12-06,165
5638,437,23670,2019-08-24,2525
5639,101,28005,2019-03-09,7734
5640,16,36831,2019-07-22,5077
5641,702,27309,2019-08-22,2132
5642,529,6482,2019-01-29,9724
5643,431,63501,2019-02-08,6505
5644,530,25390,2019-08-05,3354
5645,712,58324,2018-12-17,8860
5646,605,24437,2018-10-25,2635
5647,56,39020,2019-07-07,7304
5648,637,11102,2019-08-28,6512
5649,823,4206,2019-05-18,8575
5650,675,52643,2019-01-17,9580
5651,565,37133,2019-08-15,10538
5652,808,64402,2019-07-09,9887
5653,278,37842,2019-01-09,6568
5654,826,59998,2018-09-19,3786
5655,178,41497,2018-10-16,10439
5656,819,58029,2018-11-19,7560
5657,819,13704,2019-04-02,6940
5658,538,30536,2019-01-06,10742
5659,435,44788,2019-08-11,4876
5660,34,59524,2019-08-01,6560
5661,710,36760,2019-05-08,568
5662,161,51675,2019-01-14,1199
5663,858,17537,2019-04-26,10747
5664,195,54564,2019-05-15,3872
5665,368,9979,2019-02-21,10100
5666,193,41590,2018-11-05,7567
5667,720,37322,2019-09-02,4542
5668,645,43166,2018-09-08,1984
5669,757,9243,2019-08-12,633
5670,543,3216,2019-01-16,5352
5671,617,48444,2019-03-22,791
5672,240,24426,2019-03-10,10047
5673,598,64540,2019-07-03,2963
5674,476,47313,2019-08-12,4268
5675,220,11845,2019-02-15,10566
5676,489,56109,2019-05-16,3623
5677,329,2931,2019-07-27,5764
5678,845,57558,2019-02-21,9719
5679,392,20449,2018-10-16,2331
5680,74,33461,2019-07-24,4264
5681,142,23232,2019-04-26,2213
5682,454,11970,2019-06-30,10026
5683,47,8957,2018-12-09,5534
5684,175,39485,2019-08-23,1106
5685,112,48396,2019-05-24,2201
5686,636,60872,2018-11-07,10007
5687,244,6751,2019-03-15,2575
5688,333,10940,2019-07-15,4831
5689,120,2991,2018-11-25,374
5690,849,60730,2018-12-25,2920
5691,584,6194,2019-01-24,9605
5692,286,602,2019-02-12,4353
5693,273,5814,2019-05-21,1256
5694,542,41150,2018-10-12,3773
5695,804,13197,2019-06-02,2969
5696,296,9023,2019-04-30,7278
5697,860,27307,2018-09-06,6943
5698,490,34730,2019-04-28,1567
5699,178,29788,2019-09-04,7751
5700,322,31384,2018-09-28,6845
5701,271,32150,2018-09-09,7062
5702,576,23538,2018-11-01,1898
5703,697,54889,2019-01-09,141
5704,165,43456,2018-12-26,7535
5705,644,28721,2019-07-29,9473
5706,824,50678,2019-08-25,7297
5707,202,17263,2018-09-09,8768
5708,471,42854,2019-01-29,8651
5709,584,28855,2018-12-08,9681
5710,401,25041,2019-07-01,6918
5711,693,15645,2019-07-30,3918
5712,599,9064,2019-05-05,7469
5713,579,63423,2019-04-19,7690
5714,415,13786,2019-08-23,4629
5715,599,20101,2019-07-22,598
5716,573,10812,2019-04-15,2143
5717,473,35654,2018-10-05,3520
5718,510,45770,2019-01-18,9475
5719,95,34357,2018-12-06,3245
5720,796,57693,2019-04-01,3334
5721,45,62243,2018-09-05,2592
5722,696,12727,2019-06-11,10735
5723,431,29352,2018-09-12,6918
5724,840,38687,2019-03-10,8426
5725,707,37986,2018-12-16,1408
5726,654,44791,2019-06-16,2178
5727,607,19975,2018-12-30,3638
5728,679,38639,2019-03-06,8190
5729,58,52228,2018-09-06,9334
5730,307,783,2018-10-15,5527
5731,793,32896,2018-11-22,6106
5732,766,25341,2018-11-11,7144
5733,286,52091,2019-06-15,5781
5734,561,64335,2019-03-25,5005
5735,667,32651,2018-09-27,1445
5736,718,59860,2019-08-21,5638
5737,867,22115,2019-07-09,9517
5738,394,43848,2019-03-13,10152
5739,834,4083,2019-06-01,5375
5740,758,59736,2018-12-22,6955
5741,654,57463,2019-04-19,8042
5742,150,52609,2019-08-21,7264
5743,575,19325,2019-06-08,1169
5744,262,46249,2019-04-09,3244
5745,135,1374,2018-09-15,1539
5746,650,48587,2019-08-25,6476
5747,20,34894,2019-05-12,6941
5748,491,44001,2018-09-22,10719
5749,829,4610,2018-11-25,9826
5750,653,32231,2018-09-24,9732
5751,460,34373,2019-08-02,3704
5752,464,11390,2018-09-14,10641
5753,535,42017,2018-10-12,7179
5754,636,42678,2019-03-12,8142
5755,711,5511,2019-03-23,6674
5756,70,15188,2019-06-20,6585
5757,50,51397,2019-02-28,1480
5758,117,15599,2019-09-04,344
5759,5,61400,2019-05-03,3415
5760,289,22540,2018-11-12,567
5761,436,14950,2019-08-23,4670
5762,562,7953,2018-12-13,250
5763,807,62401,2018-11-15,1718
5764,225,4344,2019-07-12,7817
5765,466,56215,2018-11-05,387
5766,812,42444,2019-07-31,1649
5767,184,21106,2019-05-28,2645
5768,645,5480,2019-04-22,9256
5769,113,50962,2019-01-25,2278
5770,116,24732,2019-06-09,7922
5771,822,9902,2018-11-11,8695
5772,104,55498,2019-08-19,10072
5773,30,38138,2018-09-13,1752
5774,127,56492,2019-08-15,5281
5775,392,59005,2019-08-28,3080
5776,671,57118,2019-06-06,7541
5777,471,23206,2019-07-09,6741
5778,892,40436,2019-05-01,5786
5779,865,31418,2019-02-19,7075
5780,65,24821,2019-08-01,6643
5781,47,15183,2019-01-30,9718
5782,512,60675,2019-08-06,7571
5783,780,5265,2019-05-05,8445
5784,631,41506,2018-12-04,704
5785,85,48744,2019-08-06,5126
5786,63,53497,2019-07-26,2779
5787,308,50416,2018-11-03,10684
5788,646,17940,2019-01-23,9090
5789,448,21425,2019-07-29,9137
5790,651,32429,2019-05-03,2285
5791,40,7975,2019-06-29,3726
5792,680,19935,2018-10-11,6371
5793,227,19549,2019-05-15,9741
5794,746,16710,2019-03-11,5011
5795,886,17824,2019-03-22,2909
5796,761,61763,2019-08-16,7560
5797,185,8291,2019-06-01,6564
5798,113,21756,2019-06-21,5190
5799,740,46443,2018-09-13,9200
5800,308,9423,2019-06-04,1
5801,145,54718,2018-12-15,8749
5802,146,11584,2019-08-15,4084
5803,361,11128,2018-12-12,4276
5804,570,51866,2018-12-18,9871
5805,761,12583,2018-12-28,4600
5806,796,40971,2019-01-20,9103
5807,150,43584,2018-09-22,7695
5808,164,47586,2019-05-05,6304
5809,74,46577,2019-04-12,2665
5810,680,14918,2018-11-29,4107
5811,389,39601,2019-01-22,10257
5812,870,49774,2019-06-14,426
5813,431,49765,2018-09-06,1311
5814,181,12335,2019-06-14,2374
5815,245,8488,2019-08-09,1220
5816,255,6857,2018-12-31,6185
5817,823,55147,2019-01-01,10223
5818,766,39936,2019-07-02,3186
5819,239,21413,2019-07-26,4479
5820,731,26826,2019-02-23,1102
5821,394,59157,2019-06-25,1609
5822,315,42494,2019-08-15,1543
5823,141,6198,2019-07-03,8594
5824,644,15110,2019-08-21,10637
5825,336,50655,2018-09-14,546
5826,434,59827,2019-09-01,7464
5827,149,7111,2018-10-28,9038
5828,552,55323,2019-01-23,4672
5829,101,29520,2019-05-08,4241
5830,382,54211,2019-08-21,6481
5831,144,62276,2018-10-19,9376
5832,768,52339,2019-01-09,3854
5833,369,31241,2019-04-19,2329
5834,365,32002,2018-12-30,5816
5835,474,8562,2019-08-20,6924
5836,594,27350,2019-06-07,5133
5837,694,4958,2019-02-10,1816
5838,27,7067,2019-05-11,1636
5839,94,60173,2019-03-17,7925
5840,414,5846,2019-04-23,9358
5841,873,2752,2018-10-23,6580
5842,798,50924,2019-06-22,7993
5843,174,27117,2019-04-19,8498
5844,754,4015,2018-11-01,10339
5845,448,62613,2019-07-16,2201
5846,887,13761,2019-04-11,2324
5847,818,63391,2018-10-05,3534
5848,654,2275,2019-05-19,2450
5849,564,24811,2018-10-20,8568
5850,598,33809,2019-06-18,3304
5851,668,194,2019-04-28,8318
5852,181,23816,2019-02-07,3897
5853,118,36704,2019-03-16,10257
5854,24,51990,2019-07-18,10702
5855,650,50995,2018-12-25,7747
5856,459,61571,2019-05-07,8590
5857,526,28492,2019-08-19,232
5858,488,11519,2019-07-28,6564
5859,553,31899,2019-07-09,1952
5860,241,8999,2019-04-08,7630
5861,812,13824,2018-12-18,10331
5862,721,15707,2018-10-06,4593
5863,127,37584,2019-09-01,8272
5864,302,42071,2019-05-08,8574
5865,130,23763,2018-12-05,8517
5866,532,53402,2019-07-13,1273
5867,206,41826,2019-05-17,2239
5868,62,31067,2019-07-20,1647
5869,741,22319,2019-02-09,8291
5870,24,31723,2019-02-06,8756
5871,46,5707,2018-10-02,6046
5872,170,6121,2019-06-12,1668
5873,539,9069,2019-07-16,1852
5874,138,40920,2018-09-06,7094
5875,514,6565,2018-12-27,2421
5876,893,13312,2018-11-26,5138
5877,781,10331,2019-01-17,7480
5878,570,2270,2018-12-20,5976
5879,267,62881,2019-01-19,9058
5880,352,62065,2019-05-04,7922
5881,660,26401,2018-11-23,4995
5882,875,11707,2019-01-08,3420
5883,257,6846,2018-09-14,9753
5884,106,5346,2018-11-20,2697
5885,105,40845,2019-08-02,7510
5886,124,30709,2019-08-11,8124
5887,255,49053,2018-09-30,6281
5888,369,50850,2019-01-24,206
5889,754,13675,2019-04-04,699
5890,107,14938,2018-12-13,5154
5891,562,16730,2019-02-20,2914
5892,167,27536,2018-10-12,3540
5893,556,24704,2019-03-28,1572
5894,633,3859,2019-07-03,7198
5895,817,34461,2018-11-30,7887
5896,399,28457,2019-02-05,10663
5897,362,41116,2019-05-06,1625
5898,328,62486,2019-07-04,1821
5899,152,20261,2018-10-04,6932
5900,175,22192,2019-03-28,389
5901,744,36195,2019-01-20,3628
5902,375,29648,2019-06-29,611
5903,324,38881,2019-01-30,4469
5904,739,55653,2018-11-14,543
5905,498,2912,2019-01-24,10421
5906,404,50614,2018-10-13,9649
5907,78,59885,2019-08-25,5067
5908,870,47739,2019-03-02,10778
5909,787,58719,2019-08-02,5629
5910,96,11733,2018-11-04,772
5911,296,26807,2019-07-02,6730
5912,858,10247,2019-07-31,9674
5913,141,19628,2019-06-27,7258
5914,721,4793,2019-07-04,4227
5915,287,39626,2018-12-13,10078
5916,226,28063,2019-06-15,1738
5917,694,42738,2018-11-27,9153
5918,563,57168,2019-01-31,10527
5919,605,61652,2018-10-27,2258
5920,850,23285,2019-06-08,4018
5921,431,60467,2019-08-02,7007
5922,467,21709,2019-03-26,5720
5923,715,270,2019-02-02,3934
5924,751,37839,2019-06-08,2444
5925,207,31169,2019-08-30,3253
5926,157,15567,2019-03-08,3789
5927,627,46706,2019-04-17,9876
5928,181,62026,2019-04-11,7538
5929,427,3981,2018-11-03,938
5930,199,50957,2019-07-12,6478
5931,119,53233,2019-06-14,4761
5932,385,6824,2019-06-05,6796
5933,710,64543,2019-01-06,1648
5934,224,7467,2019-07-25,8347
5935,128,26344,2019-01-14,2235
5936,722,23195,2019-07-03,5268
5937,372,26606,2018-11-01,6599
5938,42,37321,2018-11-18,2092
5939,305,20779,2018-12-13,8804
5940,74,61596,2018-11-21,9482
5941,454,33662,2019-01-13,4627
5942,818,35974,2019-07-02,8691
5943,172,5772,2019-05-23,10679
5944,683,5857,2019-01-22,5740
5945,188,37698,2019-06-21,9412
5946,148,53316,2019-07-27,1117
5947,110,9238,2019-05-14,5641
5948,666,3172,2019-08-03,4171
5949,463,21154,2019-07-22,5682
5950,364,12302,2018-10-02,8390
5951,474,8937,2019-04-20,4671
5952,111,30166,2019-04-26,5372
5953,190,19398,2019-04-09,2137
5954,428,32766,2019-07-30,6663
5955,159,8347,2019-06-21,4203
5956,779,64341,2019-03-08,10720
5957,385,861,2019-06-12,8308
5958,114,43212,2019-07-25,2237
5959,444,3151,2019-02-10,1661
5960,682,33622,2019-01-18,9896
5961,355,25563,2018-09-06,4374
5962,433,33376,2019-03-20,694
5963,564,8447,2019-01-15,1998
5964,283,54459,2019-02-18,427
5965,216,23727,2018-09-29,3852
5966,687,53197,2019-04-20,10783
5967,19,17938,2018-11-27,9369
5968,255,34520,2019-05-23,10170
5969,84,20814,2018-12-27,5664
5970,53,38152,2019-01-12,5260
5971,403,45131,2018-09-08,5057
5972,218,61054,2019-06-08,2698
5973,744,61519,2019-07-19,7560
5974,27,8377,2019-08-30,630
5975,748,16526,2018-11-27,6210
5976,682,51876,2019-03-07,325
5977,793,16044,2019-01-06,2623
5978,557,37999,2019-05-04,8011
5979,830,10264,2018-10-06,4690
5980,872,17792,2018-11-10,3859
5981,228,6175,2018-12-06,318
5982,375,63792,2018-09-09,4991
5983,422,50106,2019-05-28,8789
5984,254,30744,2018-12-17,3533
5985,429,13209,2019-03-09,2906
5986,573,30412,2019-04-01,8389
5987,638,42825,2018-11-21,733
5988,744,53159,2019-01-22,3869
5989,70,44421,2019-01-21,8181
5990,281,12135,2018-12-23,5937
5991,881,9332,2019-04-20,3135
5992,98,8002,2019-01-31,3887
5993,338,25509,2018-09-23,771
5994,294,14961,2019-07-23,2622
5995,348,56504,2019-07-04,797
5996,600,27972,2019-04-02,5051
5997,884,34252,2019-06-17,8366
5998,256,49040,2019-04-21,5879
5999,60,4447,2018-10-19,3263
6000,228,11427,2019-03-16,8002
6001,198,6736,2019-01-08,3988
6002,407,21251,2018-11-24,964
6003,324,58930,2019-08-08,10429
6004,590,417,2018-10-20,7976
6005,109,812,2018-10-12,838
6006,account,video,play_date,play_duration
6007,96,27286,2018-09-08,9991
6008,771,24416,2019-03-14,3237
6009,366,41441,2019-03-19,3567
6010,738,8997,2018-11-08,9588
6011,626,2597,2019-06-08,3527
6012,883,27674,2019-07-27,8244
6013,182,12122,2019-03-29,3106
6014,5,20495,2019-07-03,7563
6015,351,59422,2018-12-15,4287
6016,812,30364,2018-09-27,3288
6017,774,15175,2019-01-10,636
6018,304,26196,2019-02-13,4551
6019,178,18273,2019-08-24,4741
6020,891,12542,2018-10-23,10509
6021,736,56758,2019-09-03,669
6022,458,44586,2019-07-04,8450
6023,649,26220,2019-04-17,1746
6024,558,17214,2019-09-04,3203
6025,274,24957,2019-04-04,2439
6026,573,45624,2019-05-02,2516
6027,352,52075,2019-08-03,5223
6028,7,22290,2019-03-03,10204
6029,855,10387,2019-02-19,8025
6030,628,50859,2019-05-23,1562
6031,720,58866,2018-09-10,2314
6032,53,3896,2018-12-08,7667
6033,495,63154,2018-12-06,2922
6034,451,5843,2018-09-21,10499
6035,106,26527,2018-12-18,7333
6036,78,61408,2018-09-09,8207
6037,442,15447,2018-10-12,918
6038,792,40806,2019-02-26,6964
6039,124,62953,2018-09-05,1422
6040,411,27533,2018-09-16,10453
6041,257,60242,2019-04-28,245
6042,751,4524,2018-11-16,1792
6043,157,42150,2018-12-20,8389
6044,323,6039,2019-04-11,1707
6045,176,21926,2018-09-17,8862
6046,288,47105,2019-03-06,8380
6047,300,39401,2019-02-28,10365
6048,205,694,2019-08-05,6484
6049,877,45045,2019-08-23,162
6050,477,52345,2019-05-05,6930
6051,772,23872,2019-02-14,5646
6052,135,59147,2019-04-15,8481
6053,57,30657,2018-09-09,4385
6054,594,60982,2019-03-23,9391
6055,293,36470,2019-07-23,6013
6056,760,46577,2019-01-23,2185
6057,576,25593,2019-01-13,2197
6058,283,7913,2019-04-26,8446
6059,101,16445,2019-02-02,3797
6060,101,55449,2018-11-09,3390
6061,449,62722,2019-05-27,6426
6062,241,20352,2018-11-05,3707
6063,778,6707,2019-03-15,7925
6064,644,30867,2019-03-11,247
6065,361,55448,2019-08-08,5586
6066,535,20219,2019-02-26,1899
6067,601,10129,2018-12-14,8431
6068,169,10781,2019-01-03,10415
6069,473,50660,2018-09-20,1385
6070,320,53136,2019-05-14,1635
6071,223,35271,2019-01-09,3266
6072,260,28203,2018-10-26,7787
6073,560,13124,2019-08-03,10511
6074,524,46355,2019-07-30,6753
6075,768,35445,2019-04-30,4777
6076,28,29309,2018-09-07,3327
6077,440,26231,2018-09-09,4434
6078,569,33048,2018-11-06,8781
6079,841,21160,2018-12-17,3055
6080,190,13514,2018-11-26,7473
6081,205,41912,2019-08-19,6955
6082,481,16967,2018-12-29,2551
6083,209,16342,2019-01-28,4514
6084,389,5429,2019-01-26,4980
6085,195,58550,2018-09-25,4552
6086,178,52065,2019-08-03,5663
6087,710,56370,2019-01-22,1874
6088,762,34214,2019-08-18,5425
6089,517,47307,2018-09-20,318
6090,842,46487,2018-10-20,7229
6091,15,682,2018-12-02,2755
6092,336,10278,2019-01-19,6377
6093,26,1610,2019-08-07,3820
6094,719,30802,2019-08-01,3688
6095,347,60639,2018-12-17,3681
6096,473,62449,2019-06-30,3322
6097,489,28056,2019-01-08,10221
6098,481,36740,2019-08-01,9237
6099,699,52336,2018-10-09,2449
6100,185,20353,2019-07-08,5380
6101,66,46868,2018-10-06,10527
6102,870,42731,2018-09-07,1233
6103,526,36622,2019-06-12,7376
6104,227,9958,2019-07-11,5232
