"id","label","value","source"
1004,"gmscorner.blogspot.com",1,"Blogarama"
1005,"godubya.com",1,"eTalkingHead"
1006,"gopandcollege.blogspot.com",1,"Blogarama"
1007,"gopandthecity.blogspot.com",1,"Blogarama"
1008,"gopbloggers.org",1,"LabeledManually"
1009,"gopinsight.com",1,"Blogarama,eTalkingHead,CampaignLine"
1010,"gotdesign.blogspot.com",1,"Blogarama"
1011,"gracefotography.com/graceblog/index.php",1,"Blogarama"
1012,"grantb88.com",1,"BlogCatalog"
1013,"greatestjeneration.com",1,"eTalkingHead"
1014,"grownups.blogspot.com",1,"Blogarama"
1015,"gullyborg.typepad.com",1,"eTalkingHead"
1016,"gwbblows.blogspot.com",1,"LeftyDirectory"
1017,"happyhomeschooler.blog-city.com",1,"Blogarama"
1018,"hasidicgentile.org",1,"BlogCatalog"
1019,"hathaby.net/weblog.php",1,"Blogarama"
1020,"headland.blogspot.com",1,"Blogarama"
1021,"healingiraq.blogspot.com",1,"LabeledManually"
1022,"heathenfolk.warblogs.com/blog",1,"Blogarama"
1023,"heavylifting.blogspot.com",1,"Blogarama"
1024,"hectorvex.blogspot.com",1,"BlogCatalog"
1025,"henerd.com",1,"Blogarama"
1026,"hiddennook.blogspot.com",1,"Blogarama"
1027,"hijkselur.blogspot.com",1,"Blogarama"
1028,"hillcountryviews.blogspot.com",1,"Blogarama"
1029,"hipublican.com",1,"eTalkingHead"
1030,"hobsonschoice.us",1,"Blogarama"
1031,"holecard.blogspot.com",1,"CampaignLine"
1032,"home.earthlink.net/~goodnoughp/index.html",1,"BlogCatalog"
1033,"home.earthlink.net/~jasider",1,"Blogarama"
1034,"home.earthlink.net/~techservant",1,"Blogarama"
1035,"home.earthlink.net/~ur_blog",1,"Blogarama"
1036,"home.midsouth.rr.com/joefish",1,"Blogarama,eTalkingHead"
1037,"homespunbloggers.blogspot.com",1,"LabeledManually"
1038,"homicidalmaniak.com",1,"eTalkingHead"
1039,"hoosierparliament.com",1,"Blogarama"
1040,"horologium.net",1,"Blogarama"
1041,"hughhewitt.com",1,"Blogarama,LabeledManually"
1042,"iamaugustus.blogspot.com",1,"Blogarama"
1043,"ideastockexchange.com/essays/laubs-mike-interest-politics-web-log.htm",1,"Blogarama"
1044,"ikilledcheguevara.blogspot.com",1,"Blogarama"
1045,"imao.us",1,"LabeledManually"
1046,"imprescindibile.ilcannocchiale.it",1,"BlogCatalog"
1047,"incite1.blogspot.com",1,"Blogarama,eTalkingHead"
1048,"indcjournal.com",1,"BlogPulse"
1049,"indepundit.com",1,"BlogPulse"
1050,"inmyrightmind.com",1,"Blogarama"
1051,"instapundit.com",1,"BlogPulse"
1052,"interested-participant.blogspot.com",1,"LabeledManually"
1053,"inthebullpen.com",1,"LabeledManually"
1054,"iowageek.blogspot.com",1,"Blogarama"
1055,"iraqthemodel.blogspot.com",1,"LabeledManually"
1056,"isaacspolitics.blogspot.com",1,"Blogarama"
1057,"isdl.blogspot.com",1,"Blogarama"
1058,"isdl.weblogs.us",1,"Blogarama"
1059,"itsafterglow.blogspot.com",1,"Blogarama"
1060,"itscomedowntothis.blogspot.com",1,"Blogarama"
1061,"itznewstome.blogspot.com",1,"Blogarama"
1062,"jacklewis.net",1,"Blogarama"
1063,"janegalt.net",1,"LabeledManually"
1064,"jchristopherfeng.com",1,"Blogarama"
1065,"jeffblanco.blogdrive.com",1,"Blogarama,BlogCatalog,eTalkingHead"
1066,"jenjuskhan.blogspot.com",1,"Blogarama"
1067,"jewishworldreview.com",1,"LabeledManually"
1068,"jg-spot.blogspot.com",1,"Blogarama"
1069,"jihadwatch.org",1,"LabeledManually"
1070,"jlynnsmith30.blogspot.com",1,"BlogCatalog"
1071,"joatmoaf.typepad.com/i_love_jet_noise",1,"Blogarama"
1072,"joepublicus.blogspot.com",1,"Blogarama,BlogCatalog"
1073,"johngalt.us",1,"Blogarama"
1074,"johnkerrymustlose.com",1,"LabeledManually"
1075,"johnnbrown.blogspot.com",1,"Blogarama"
1076,"jokerstotheright.blogspot.com",1,"Blogarama"
1077,"joshferguson.blogspot.com",1,"BlogCatalog"
1078,"journals.aol.com/lily990016/pissoffliberals",1,"Blogarama,BlogCatalog"
1079,"journals.aol.com/mark24609/myblog",1,"eTalkingHead"
1080,"jperspective.com",1,"eTalkingHead"
1081,"jquinton.com",1,"LabeledManually"
1082,"jrogg.blogspot.com",1,"eTalkingHead"
1083,"juntoboys.blogspot.com",1,"Blogarama,eTalkingHead"
1084,"justalkin.us",1,"Blogarama"
1085,"kalblog.com",1,"eTalkingHead"
1086,"kausfiles.com",1,"LeftyDirectory"
1087,"keithy1028.bravejournal.com",1,"eTalkingHead"
1088,"kellipundit.blogspot.com",1,"Blogarama"
1089,"kenshepherd.blogspot.com",1,"Blogarama"
1090,"kevincourser.blogspot.com",1,"BlogCatalog,eTalkingHead"
1091,"kimdutoit.com/dr/weblog.php",1,"LabeledManually"
1092,"king-of-fools.com",1,"eTalkingHead"
1093,"kitchennetwork.blogspot.com",1,"Blogarama"
1094,"kushreport.com",1,"Blogarama,BlogCatalog"
1095,"la4israel.org/wordpress",1,"eTalkingHead"
1096,"ladymac.com",1,"BlogCatalog"
1097,"lahargis.blogspot.com",1,"BlogCatalog"
1098,"lancehaun.com",1,"Blogarama"
1099,"larsonreport.com",1,"CampaignLine"
1100,"lashawnbarber.blogspot.com",1,"Blogarama"
1101,"lashawnbarber.com",1,"Blogarama,eTalkingHead"
1102,"laughatliberals.com",1,"Blogarama"
1103,"laughingwolf.net",1,"eTalkingHead"
1104,"lawguy.blogspot.com",1,"eTalkingHead"
1105,"valuerightnews.blogspot.com",1,"Blogarama,BlogCatalog"
1106,"leftcoastconservative.blogspot.com",1,"Blogarama"
1107,"leftnuts.com/runcms/modules/news",1,"BlogCatalog"
1108,"legendgames.net/myblog.asp",1,"Blogarama,BlogCatalog"
1109,"libertarianjackass.blogspot.com",1,"Blogarama"
1110,"life.laptoplobbyist.com",1,"Blogarama"
1111,"literatevalues.org/virtue.htm",1,"Blogarama"
1112,"littlegreenfootballs.com/weblog",1,"LabeledManually"
1113,"littlegreenfootballs.com/weblog/weblog.php",1,"CampaignLine"
1114,"littletinylies.com",1,"BlogPulse"
1115,"livejournal.com/users/bambenek",1,"Blogarama"
1116,"livinginbabylon.blogspot.com",1,"Blogarama"
1117,"lonewacko.com",1,"Blogarama"
1118,"longdukdong44.blogspot.com",1,"Blogarama"
1119,"loosecoin.blogspot.com",1,"Blogarama"
1120,"louisville.edu/~bebusc02/blog/notarobot.html",1,"Blogarama"
1121,"lt-smash.us",1,"LabeledManually"
1122,"lucianne.com",1,"LabeledManually"
1123,"luxeword.com",1,"CampaignLine"
1124,"madanthony.org",1,"Blogarama"
1125,"made4theinternet.blogspot.com",1,"Blogarama"
1126,"madtechspeaks.blogspot.com",1,"BlogCatalog"
1127,"magnificentfreedom.us",1,"Blogarama"
1128,"manifestcontent.net",1,"Blogarama"
1129,"mantic.squarespace.com",1,"Blogarama"
1130,"mariestwocents.blogspot.com",1,"Blogarama"
1131,"markheimonen.blogspot.com",1,"LeftyDirectory"
1132,"markmeador.blogspot.com",1,"Blogarama"
1133,"marknicodemo.blogspot.com",1,"Blogarama"
1134,"marksteyn.com",1,"LabeledManually"
1135,"martinipundit.com",1,"Blogarama"
1136,"martydee.com/poligov",1,"eTalkingHead"
1137,"marylandpolitics.blogspot.com",1,"BlogCatalog"
1138,"masononline.biz",1,"Blogarama"
1139,"matthewstinson.com/blog",1,"Blogarama"
1140,"mattresspolice.com",1,"Blogarama"
1141,"maybeithinktoomuch.com",1,"eTalkingHead"
1142,"mc256.blogspot.com",1,"Blogarama"
1143,"mcpheet.com",1,"Blogarama"
1144,"mdcbowen.org/cobb",1,"eTalkingHead"
1145,"meckz.net",1,"Blogarama"
1146,"mementomoron.blogspot.com",1,"BlogCatalog"
1147,"mercreport.blogspot.com",1,"Blogarama"
1148,"messopotamian.blogspot.com",1,"LabeledManually"
1149,"metallicity.com/mb.asp",1,"Blogarama"
1150,"mhking.mu.nu",1,"BlogPulse,eTalkingHead"
1151,"michaelsavagelistener.blog-city.com",1,"Blogarama"
1152,"michaeltotten.com",1,"LabeledManually"
1153,"michellemalkin.com",1,"BlogPulse"
1154,"midwestrightwingers.blogspot.com",1,"Blogarama"
1155,"mikesamerica.blogspot.com",1,"BlogCatalog"
1156,"millers_time.typepad.com",1,"BlogCatalog"
1157,"mindspring.com/~gsb3/blogger.html",1,"Blogarama"
1158,"mobile.blogcastlive.com",1,"Blogarama"
1159,"moorewatch.com",1,"LabeledManually"
1160,"mostlycajun.com",1,"BlogCatalog"
1161,"motgs.com",1,"eTalkingHead"
1162,"mtvirtus.blogspot.com",1,"Blogarama"
1163,"mudandphud.blogspot.com",1,"Blogarama"
1164,"mudvillegazette.com",1,"LabeledManually"
1165,"musicfromthebluelight.com/b",1,"Blogarama"
1166,"mwilliams.info",1,"eTalkingHead"
1167,"my2cent.blogspot.com",1,"Blogarama"
1168,"myaisling.blogspot.com",1,"Blogarama"
1169,"mycatharsis.com",1,"Blogarama"
1170,"mydamascusroad.blogspot.com",1,"Blogarama"
1171,"myechochamber.blogspot.com",1,"eTalkingHead"
1172,"mypetjawa.mu.nu",1,"Blogarama"
1173,"myworldview034.blogspot.com",1,"Blogarama"
1174,"nakedrepublic.com",1,"CampaignLine"
1175,"nashvilletruth.blogspot.com",1,"Blogarama"
1176,"nationalbird.net",1,"Blogarama"
1177,"nationalcenter.org/blog.html",1,"BlogCatalog,eTalkingHead"
1178,"nationalnewsregister.com/modules/wordpress",1,"Blogarama,BlogCatalog"
1179,"nationalreview.com/thecorner",1,"LabeledManually"
1180,"nationalreview.com/thecorner/corner.asp",1,"CampaignLine"
1181,"nelslindahl.net",1,"Blogarama"
1182,"neoconservatives.blogspot.com",1,"Blogarama"
1183,"neoconswatch.blogspot.com",1,"Blogarama"
1184,"neonbrainiac.nu/mt/blog",1,"BlogCatalog"
1185,"nerepublican.blogspot.com",1,"Blogarama,LabeledManually"
1186,"neverwrongnever.blogspot.com",1,"Blogarama"
1187,"newcounterculture.com/log",1,"Blogarama"
1188,"newsbloggers.blogspot.com",1,"BlogCatalog"
1189,"newsjungle.blogspot.com",1,"Blogarama"
1190,"newsnik.com",1,"Blogarama,BlogCatalog,eTalkingHead"
1191,"nicedoggie.net",1,"eTalkingHead"
1192,"nickiegoomba.blogspot.com",1,"BlogCatalog"
1193,"nicoladellarciprete.blogs.com",1,"BlogCatalog"
1194,"noguru.tblog.com",1,"eTalkingHead"
1195,"nomayo.mu.nu",1,"LabeledManually"
1196,"nonboxthinking.blogspot.com",1,"Blogarama"
1197,"nykola.com",1,"eTalkingHead"
1198,"o4tom.blogspot.com",1,"BlogCatalog"
1199,"officesmileman.com",1,"BlogCatalog"
1200,"ofthemind.blogspot.com",1,"Blogarama"
1201,"ogresview.blogspot.com",1,"Blogarama,BlogCatalog"
1202,"okieonthelam.com",1,"Blogarama"
1203,"oldfashionedwhippersnapper.blogspot.com",1,"Blogarama"
1204,"onthewire.blogspot.com",1,"Blogarama"
1205,"opiniontimes.blogspot.com",1,"Blogarama"
1206,"opiniontimes.com",1,"Blogarama"
1207,"oppb.com",1,"CampaignLine"
1208,"orthogonian.blogspot.com",1,"Blogarama,eTalkingHead"
1209,"outsidethebeltway.com",1,"BlogPulse,eTalkingHead,CampaignLine"
1210,"pajamaeditors.blogspot.com",1,"LabeledManually"
1211,"pajamahadin.com",1,"Blogarama"
1212,"pajamajournalist.blogspot.com",1,"Blogarama"
1213,"palominas.blogspot.com",1,"Blogarama"
1214,"papadoc.net/pinkflamingobar.html",1,"eTalkingHead"
1215,"pardonmyenglish.com",1,"eTalkingHead"
1216,"patrickmcclarty.blogspot.com",1,"Blogarama"
1217,"patrickruffini.com",1,"BlogCatalog"
1218,"patriot-paradox.com",1,"Blogarama,eTalkingHead"
1219,"patriotblog.com",1,"Blogarama,eTalkingHead"
1220,"patriotism101.blogspot.com",1,"BlogCatalog"
1221,"patriotsforbush.com",1,"Blogarama,eTalkingHead"
1222,"patterico.com",1,"LabeledManually"
1223,"pejmanesque.com",1,"BlogPulse"
1224,"pennsylvanianinexile.blogspot.com",1,"Blogarama"
1225,"perryvsworld.blogspot.com",1,"CampaignLine"
1226,"philomathean.blogs.com",1,"Blogarama"
1227,"piano-tuning.net/blog",1,"Blogarama,eTalkingHead"
1228,"planetsuz.blogspot.com",1,"BlogCatalog"
1229,"poeticvalues.blogspot.com",1,"LeftyDirectory"
1230,"polialaska.blogspot.com",1,"Blogarama"
1231,"poliblogger.com",1,"BlogPulse"
1232,"polipundit.com",1,"LabeledManually"
1233,"politicalanimals.blogspot.com",1,"LeftyDirectory"
1234,"politicaldogs.org",1,"eTalkingHead"
1235,"politicalhyperbole.blogspot.com",1,"Blogarama"
1236,"politicalmusings.net",1,"BlogPulse"
1237,"politicalpie.modblog.com",1,"Blogarama"
1238,"politicaltracker.com",1,"Blogarama"
1239,"politicaltracker.com/blog/weblog.php",1,"eTalkingHead"
1240,"politicalvicesquad.blogspot.com",1,"LabeledManually"
1241,"poorandwhite.blogspot.com",1,"Blogarama,BlogCatalog"
1242,"poorjustin.blogspot.com",1,"eTalkingHead"
1243,"poptext.blogspot.com",1,"BlogCatalog"
1244,"poweragerambleson.blogspot.com",1,"Blogarama"
1245,"powerlineblog.com",1,"BlogPulse"
1246,"powerpundit.com",1,"Blogarama,LabeledManually"
1247,"powervacuum.org",1,"Blogarama"
1248,"prayforbush.blogspot.com",1,"Blogarama"
1249,"presidentreagan.info/discussion",1,"Blogarama"
1250,"professorbainbridge.com",1,"BlogPulse,eTalkingHead"
1251,"prolifeblogs.com",1,"LabeledManually"
1252,"propagandamachine.blogspot.com",1,"eTalkingHead"
1253,"prosandcons.us",1,"eTalkingHead"
1254,"punditguy.com",1,"Blogarama"
1255,"punditz.journalspace.com",1,"BlogCatalog"
1256,"qoae.net",1,"LabeledManually"
1257,"quante.blogspot.com",1,"Blogarama"
1258,"quibbles-n-bits.com",1,"Blogarama"
1259,"quimundus.modblog.com",1,"BlogCatalog"
1260,"quimundus.squarespace.com",1,"Blogarama,eTalkingHead"
1261,"r21online.com",1,"Blogarama"
1262,"r2korn.blogdrive.com",1,"Blogarama"
1263,"rabner.blogspot.com",1,"BlogCatalog"
1264,"radioequalizer.blogspot.com",1,"Blogarama"
1265,"raincrossblog.com",1,"Blogarama"
1266,"randomjottings.net",1,"eTalkingHead"
1267,"rant.st",1,"CampaignLine"
1268,"ratherbiased.com/news",1,"LabeledManually"
1269,"rathergate.com",1,"LabeledManually"
1270,"realclearpolitics.com",1,"CampaignLine"
1271,"realordeal.blogspot.com",1,"BlogCatalog"
1272,"rebelrouser.net/v-web/b2/index.php",1,"Blogarama,BlogCatalog"
1273,"rebrand-democrat.txfx.net",1,"BlogCatalog"
1274,"reckersau.blogspot.com",1,"Blogarama,BlogCatalog,eTalkingHead"
1275,"redmindbluestate.blogspot.com",1,"eTalkingHead"
1276,"rednyc.blogspot.com",1,"Blogarama"
1277,"redstate.org",1,"CampaignLine"
1278,"redstatealliance.blogspot.com",1,"Blogarama"
1279,"reggiescorner.blogspot.com",1,"BlogCatalog"
1280,"regimechangeiran.com",1,"BlogCatalog"
1281,"renpro.kwcom.net",1,"Blogarama"
1282,"reporterette.com",1,"Blogarama"
1283,"republicanpower.blogspot.com",1,"Blogarama"
1284,"republicanresearchcouncil.blogspot.com",1,"CampaignLine"
1285,"republitarian.org",1,"Blogarama"
1286,"republog.net",1,"BlogCatalog"
1287,"respublica2004.blogspot.com",1,"Blogarama"
1288,"retiredwarrant.blogdrive.com",1,"BlogCatalog"
1289,"revone.net/jarhead",1,"Blogarama"
1290,"rfburnhertz.net/rf_blog",1,"Blogarama"
1291,"richmar.blogspot.com",1,"BlogCatalog"
1292,"right-magazine.com/blog",1,"BlogCatalog"
1293,"right-thinking.com",1,"eTalkingHead"
1294,"rightcrusade.blogspot.com",1,"Blogarama"
1295,"rightmoment.blogspot.com",1,"Blogarama"
1296,"rightonred.net",1,"Blogarama,BlogPulse"
1297,"rightperspective.net",1,"Blogarama,eTalkingHead"
1298,"rightrainbow.com",1,"Blogarama"
1299,"rightreadingroom.com/index.php",1,"Blogarama"
1300,"rightstate.blogspot.com",1,"Blogarama"
1301,"rightvoices.com",1,"CampaignLine"
1302,"rightwingbastardo.blogspot.com",1,"BlogCatalog"
1303,"rightwingbob.com",1,"Blogarama"
1304,"rightwingdude.squarespace.com",1,"Blogarama"
1305,"rightwingjournal.blogspot.com",1,"BlogCatalog"
1306,"rightwingnews.com",1,"BlogPulse,LabeledManually,eTalkingHead"
1307,"rightwingthinking.blogspot.com",1,"Blogarama"
1308,"rightwingtroll.blogspot.com",1,"Blogarama,BlogCatalog"
1309,"rightword.blogspot.com",1,"Blogarama,BlogCatalog,eTalkingHead"
1310,"riteturnonly.blogspot.com",1,"BlogCatalog"
1311,"rmcdaniel.blogspot.com",1,"Blogarama"
1312,"rncnyc2004.blogspot.com",1,"BlogCatalog,eTalkingHead"
1313,"robbernard.com",1,"Blogarama"
1314,"robertp17.blogspot.com",1,"BlogCatalog"
1315,"rockpaperscissor.blogspot.com",1,"Blogarama"
1316,"rockpaperscissors.blogs.com",1,"BlogCatalog"
1317,"rogerlsimon.com",1,"BlogPulse,LeftyDirectory"
1318,"romeocat.typepad.com",1,"Blogarama"
1319,"ron-james.com/blog",1,"eTalkingHead"
1320,"rosenblog.com",1,"Blogarama"
1321,"roseoftheknights.com/yank/pride.html",1,"eTalkingHead"
1322,"roughstock.blogspot.com",1,"Blogarama"
1323,"ryanshead.com",1,"eTalkingHead"
1324,"salestaxusa.com",1,"Blogarama"
1325,"samizdata.net/blog",1,"LabeledManually"
1326,"sarcasticsoutherner.blogspot.com",1,"Blogarama"
1327,"sarebabe.blogdrive.com",1,"BlogCatalog"
1328,"sayanythingblog.com",1,"BlogCatalog,eTalkingHead"
1329,"scha-den-freu-de.blogspot.com",1,"Blogarama"
1330,"scrappleface.com",1,"LabeledManually"
1331,"scrawlville.com",1,"Blogarama"
1332,"sebourn.com/weblog",1,"BlogCatalog"
1333,"section-31.blogspot.com",1,"Blogarama,eTalkingHead"
1334,"secureliberty.org/",1,"LabeledManually"
1335,"sedenteanimo.com",1,"Blogarama"
1336,"selfish-souls.com/blog",1,"Blogarama"
1337,"sgtstryker.com",1,"LabeledManually"
1338,"shadydowns.blogspot.com",1,"BlogCatalog"
1339,"shakingspears.blogspot.com",1,"Blogarama"
1340,"shallows.blogspot.com",1,"Blogarama"
1341,"sharpeblog.cybercatholics.com",1,"Blogarama"
1342,"shortfatcorporal.blogspot.com",1,"Blogarama"
1343,"sickofliberals.blogspot.com",1,"BlogCatalog"
1344,"sinfactor.blogspot.com",1,"Blogarama,BlogCatalog"
1345,"sistertoldjah.com",1,"Blogarama"
1346,"sixmeatbuffet.com",1,"LabeledManually"
1347,"skinmeister.name",1,"BlogCatalog"
1348,"slantpoint.com",1,"Blogarama,BlogPulse,BlogCatalog,eTalkingHead"
1349,"slingsnarrows.erudite-absurdity.com",1,"BlogPulse"
1350,"slipofthepen.blogspot.com",1,"Blogarama"
1351,"slowplay.com",1,"Blogarama"
1352,"slublog.blogspot.com",1,"eTalkingHead"
1353,"smarthomeschool.com",1,"BlogCatalog"
1354,"smashingzero.blogspot.com",1,"Blogarama"
1355,"smellyduck.blogspot.com",1,"Blogarama"
1356,"sneakeasysjoint.com",1,"eTalkingHead"
1357,"sondrak.com",1,"BlogPulse"
1358,"sonsoftherepublic.com",1,"Blogarama"
1359,"soundingthetrumpet.blogspot.com",1,"Blogarama"
1360,"southernappeal.blogspot.com",1,"LabeledManually"
1361,"southernrightwingextremist.blogspot.com",1,"Blogarama"
1362,"southernwatch.blogspot.com",1,"BlogCatalog"
1363,"speculativepolitics.blogspot.com",1,"Blogarama"
1364,"spreadingunderstanding.blogspot.com",1,"Blogarama"
1365,"spydrzweb.blogspot.com",1,"BlogCatalog"
1366,"squiggler.braveblog.com",1,"Blogarama"
1367,"stan-istan.blogspot.com",1,"Blogarama"
1368,"stealthebandwagon.blogspot.com",1,"Blogarama"
1369,"stillmanvalley.org/aoo",1,"eTalkingHead"
1370,"stinkbait.blogspot.com",1,"BlogCatalog"
1371,"stix1972.blogspot.com",1,"Blogarama,BlogCatalog"
1372,"stmonk.blogspot.com",1,"Blogarama"
1373,"stolenthunder.blogspot.com",1,"LabeledManually"
1374,"strategicintelligence.blogspot.com",1,"Blogarama"
1375,"streetlog.typepad.com",1,"Blogarama"
1376,"sulliwatch.blogspot.com",1,"Blogarama"
1377,"summation.net",1,"Blogarama"
1378,"sweetgrrrl.blogspot.com",1,"Blogarama"
1379,"swfwithattitude.blogspot.com",1,"Blogarama"
1380,"swiftreport.blogs.com",1,"Blogarama,BlogCatalog"
1381,"tagorda.com",1,"BlogPulse"
1382,"talesofawanderingmind.blogspot.com",1,"Blogarama"
1383,"talkshowamerica.blogspot.com",1,"Blogarama,BlogCatalog"
1384,"techievampire.net/wppol",1,"Blogarama"
1385,"techtrend.com/blog/taranicole",1,"BlogCatalog"
1386,"tedlinczak.com",1,"Blogarama"
1387,"templeofjennifer.com/blog",1,"Blogarama,BlogCatalog"
1388,"tepid-observer.blogspot.com",1,"Blogarama"
1389,"texasbug.blogspot.com",1,"Blogarama"
1390,"thatliberalmedia.com",1,"CampaignLine"
1391,"the-torch.com",1,"eTalkingHead"
1392,"theamericanmind.com",1,"LabeledManually"
1393,"thebloghill.blogspot.com",1,"BlogCatalog"
1394,"thecommonvirtue.com",1,"Blogarama"
1395,"theconservativezone.com",1,"Blogarama"
1396,"thecrankfiles.blogspot.com",1,"Blogarama"
1397,"thedailygoodnews.com",1,"BlogCatalog"
1398,"thedispatch.blogspot.com",1,"Blogarama"
1399,"thedonovan.com",1,"Blogarama,eTalkingHead"
1400,"thedumbdemocrat.blogspot.com",1,"CampaignLine"
1401,"theglitteringeye.com",1,"LabeledManually"
1402,"thejessefactor.blogspot.com",1,"eTalkingHead"
1403,"thelastword.blogdrive.com",1,"Blogarama"
1404,"theliberalslies.blogspot.com",1,"BlogCatalog,CampaignLine"
1405,"themeofabsence.com",1,"CampaignLine"
1406,"theneo-progressive.blogspot.com",1,"Blogarama,BlogCatalog"
1407,"thenudnikfile.blogspot.com",1,"Blogarama,eTalkingHead"
1408,"thepatriette.com",1,"Blogarama,eTalkingHead"
1409,"thepaytons.org/essays/considerettes",1,"BlogCatalog"
1410,"thepoliticalanimal.com",1,"BlogCatalog"
1411,"thepoliticalteen.net",1,"Blogarama"
1412,"therightblog.blogspot.com",1,"Blogarama,BlogCatalog"
1413,"therightcoast.blogspot.com",1,"Blogarama"
1414,"therightwingconspiracy.org",1,"CampaignLine"
1415,"therinsecycle.com",1,"eTalkingHead"
1416,"therostra.blogspot.com",1,"Blogarama"
1417,"thesakeofargument.com",1,"Blogarama"
1418,"thespoonsexperience.com",1,"eTalkingHead"
1419,"thetarpit.blogspot.com",1,"BlogCatalog"
1420,"thetemplarpundit.blogspot.com",1,"BlogCatalog,eTalkingHead"
1421,"theunderscore.blogspot.com",1,"Blogarama,BlogCatalog"
1422,"theurbangrind.blogspot.com",1,"Blogarama,BlogCatalog,CampaignLine"
1423,"thevaticanofliberalism.com",1,"Blogarama"
1424,"thinkingright.blogspot.com",1,"Blogarama"
1425,"thinkingright.us",1,"Blogarama"
1426,"thisliberal.com",1,"Blogarama"
1427,"thomasgalvin.blogspot.com",1,"BlogPulse,eTalkingHead"
1428,"thomaswharry.com",1,"Blogarama"
1429,"timblair.net",1,"LabeledManually"
1430,"timblair.spleenville.com",1,"LabeledManually"
1431,"tokenyoungconservative.blogspot.com",1,"Blogarama"
1432,"tom-hanna.org",1,"Blogarama,BlogCatalog"
1433,"toneofvoice.blogspot.com",1,"Blogarama,BlogCatalog"
1434,"totels.com/bush04",1,"Blogarama"
1435,"townhall.com/clog",1,"LabeledManually,CampaignLine"
1436,"truebluegal.blogspot.com",1,"Blogarama"
1437,"truthlaidbear.com",1,"LeftyDirectory,LabeledManually"
1438,"truthliesandcommonsense.blogspot.com",1,"Blogarama"
1439,"truthprobe.blogspot.com",1,"eTalkingHead"
1440,"tseytlin.blogspot.com",1,"Blogarama"
1441,"tsrightdominion.blogspot.com",1,"Blogarama"
1442,"tuckereskew.typepad.com",1,"CampaignLine"
1443,"tweetpetite.blogspot.com",1,"Blogarama"
1444,"twentyfirstcenturyrepublican.blogspot.com",1,"BlogCatalog"
1445,"txfx.net",1,"BlogCatalog"
1446,"unconventionalwisdom.typepad.com",1,"CampaignLine"
1447,"undercaffeinated.com",1,"Blogarama"
1448,"underscorebleach.net/content/jotsheet",1,"BlogCatalog"
1449,"unfetteredmusings.blogspot.com",1,"Blogarama"
1450,"unusualhabits.blogspot.com",1,"Blogarama"
1451,"usdlaw.blogspot.com",1,"Blogarama"
1452,"vandyconservative.blogspot.com",1,"Blogarama"
1453,"vapolitics.info",1,"Blogarama"
1454,"variousorthodoxies.com",1,"Blogarama"
1455,"victorhanson.com",1,"LabeledManually"
1456,"viewfromaheight.blogspot.com",1,"Blogarama"
1457,"viewfromtonka.blogspot.com",1,"Blogarama"
1458,"viewpointjournal.com",1,"Blogarama"
1459,"vikingpundit.blogspot.com",1,"LabeledManually"
1460,"virginiapolitics.blogspot.com",1,"Blogarama"
1461,"vodkapundit.com",1,"eTalkingHead"
1462,"voiceofthewebb.blogspot.com",1,"Blogarama,eTalkingHead"
1463,"volokh.com",1,"LabeledManually"
1464,"vondollens.us",1,"BlogCatalog"
1465,"vote4georgew.blogspot.com",1,"Blogarama"
1466,"wanderingmind.blog-city.com",1,"Blogarama"
1467,"warriorscreed.000k3.com",1,"Blogarama,BlogCatalog"
1468,"watchandwait.blogspot.com",1,"BlogCatalog"
1469,"watdanook.blogspot.com",1,"Blogarama"
1470,"web.utk.edu/~agroves",1,"Blogarama"
1471,"wehavesomeplanes.blogspot.com",1,"BlogCatalog"
1472,"whatsakyer.blogspot.com",1,"eTalkingHead"
1473,"wholewheatblogger.com",1,"BlogCatalog"
1474,"wildweasel.blog-city.com",1,"Blogarama"
1475,"williamwebbdotorg.blogspot.com",1,"eTalkingHead"
1476,"winceandnod.blogspot.com",1,"eTalkingHead"
1477,"windingroad.typepad.com",1,"LeftyDirectory"
1478,"windsofchange.net",1,"LabeledManually"
1479,"wizbangblog.com",1,"BlogPulse"
1480,"wrighthot.com",1,"Blogarama"
1481,"writehouse.us",1,"BlogCatalog"
1482,"writingcompany.blogs.com/this_isnt_writing_its_typ",1,"Blogarama"
1483,"xanga.com/eugene3",1,"BlogCatalog"
1484,"xanga.com/lockjawtheogre",1,"Blogarama"
1485,"xtremerightwing.net",1,"Blogarama"
1486,"youngconservative.blogspot.com",1,"Blogarama"
1487,"zebrax.blogs.com",1,"BlogCatalog"
1488,"zeke01.blogspot.com",1,"Blogarama,BlogCatalog"
1489,"zeke01.typepad.com",1,"Blogarama"
1490,"zeph1z.tripod.com/blog",1,"Blogarama"
