"from","to","weight"
"Pink Shrimp","Predatory Ducks",1.917511e-05
"Pink Shrimp","Gruiformes",0.0009496728
"Pink Shrimp","Small Shorebirds",0.0003219401
"Pink Shrimp","Gulls & Terns",0.000754894
"Pink Shrimp","Kingfisher",3.673548e-06
"Pink Shrimp","Crocodiles",0.0002432212
"Pink Shrimp","Loggerhead Turtle",0.0004470829
"Pink Shrimp","Hawksbill Turtle",5.096544e-07
"Pink Shrimp","Dolphin",1.221152e-05
"Pink Shrimp","Manatee",3.16894e-05
"Pink Shrimp","Benthic POC",0.2474952
"Thor Floridanus","Other Cnidaridae",0.0002383214
"Thor Floridanus","Bonefish",2.625575e-06
"Thor Floridanus","Sardines",0.0009098626
"Thor Floridanus","Anchovy",5.129969e-05
"Thor Floridanus","Bay Anchovy",0.001448105
"Thor Floridanus","Lizardfish",3.847476e-05
"Thor Floridanus","Toadfish",4.847215e-05
"Thor Floridanus","Brotalus",1.797509e-05
"Thor Floridanus","Other Killifish",7.826232e-06
"Thor Floridanus","Goldspotted killifish",0.0002211542
"Thor Floridanus","Rainwater killifish",5.352133e-05
"Thor Floridanus","Snook",4.099936e-07
"Thor Floridanus","Silverside",1.413771e-05
"Thor Floridanus","Other Horsefish",1.696525e-05
"Thor Floridanus","Gulf Pipefish",2.090361e-05
"Thor Floridanus","Dwarf Seahorse",5.836854e-06
"Thor Floridanus","Other Snapper",2.665968e-05
"Thor Floridanus","Gray Snapper",2.060066e-05
"Thor Floridanus","Mojarra",4.948198e-06
"Thor Floridanus","Grunt",2.352919e-05
"Thor Floridanus","Scianids",7.896921e-05
"Thor Floridanus","Spotted Seatrout",1.918689e-05
"Thor Floridanus","Red Drum",6.069117e-06
"Thor Floridanus","Spadefish",8.906757e-05
"Thor Floridanus","Blennies",1.474361e-05
"Thor Floridanus","Flatfish",1.807607e-05
"Thor Floridanus","Water POC",0.02198313
"Lobster","Stone Crab",9.339992e-05
"Lobster","Sharks",6.864332e-06
"Lobster","Rays",0.0006424441
"Lobster","Tarpon",7.120081e-05
"Lobster","Bonefish",1.89255e-05
"Lobster","Catfish",0.000155496
"Lobster","Grouper",1.54473e-06
"Lobster","Scianids",0.001643961
"Lobster","Spadefish",0.000291555
"Lobster","Puffer",0.002199451
"Lobster","Loon",8.951252e-08
"Lobster","Greeb",1.20714e-06
"Lobster","Ibis",5.872021e-05
"Lobster","Roseate Spoonbill",4.112461e-05
"Lobster","Gruiformes",0.000123783
"Lobster","Small Shorebirds",4.204531e-05
"Lobster","Gulls & Terns",9.871952e-05
"Lobster","Crocodiles",3.181531e-05
"Lobster","Loggerhead Turtle",5.851562e-05
"Lobster","Hawksbill Turtle",6.649502e-08
"Lobster","Benthic POC",0.03276465
"Detritivorous Crabs","Predatory Crabs",0.000466049
"Detritivorous Crabs","Callinectus sapidus",0.002874311
"Detritivorous Crabs","Sharks",5.748622e-06
"Detritivorous Crabs","Rays",0.0001847771
"Detritivorous Crabs","Tarpon",2.607411e-05
"Detritivorous Crabs","Bonefish",5.430395e-06
"Detritivorous Crabs","Lizardfish",7.11392e-05
"Detritivorous Crabs","Catfish",0.0002032549
"Detritivorous Crabs","Eels",0.004327891
"Detritivorous Crabs","Toadfish",8.150726e-05
"Detritivorous Crabs","Brotalus",3.325989e-05
"Detritivorous Crabs","Goldspotted killifish",0.0006908613
"Detritivorous Crabs","Rainwater killifish",7.76064e-06
"Detritivorous Crabs","Snook",2.535553e-06
"Detritivorous Crabs","Grouper",3.633951e-07
"Detritivorous Crabs","Pompano",3.921382e-06
"Detritivorous Crabs","Pinfish",0.000568703
"Detritivorous Crabs","Spadefish",0.0001652729
"Detritivorous Crabs","Blennies",5.666499e-05
"Detritivorous Crabs","Filefishes",6.949674e-05
"Detritivorous Crabs","Puffer",0.000633375
"Detritivorous Crabs","Ibis",2.515022e-05
"Detritivorous Crabs","Herbivorous Ducks",1.53981e-05
"Detritivorous Crabs","Omnivorous Ducks",6.508262e-05
"Detritivorous Crabs","Gruiformes",5.317476e-05
"Detritivorous Crabs","Small Shorebirds",1.80671e-05
"Detritivorous Crabs","Gulls & Terns",4.229344e-05
"Detritivorous Crabs","Crocodiles",1.365298e-05
"Detritivorous Crabs","Loggerhead Turtle",2.504757e-05
"Detritivorous Crabs","Hawksbill Turtle",2.853781e-08
"Detritivorous Crabs","Benthic POC",0.01330601
"Omnivorous Crabs","Predatory Shrimp",0.0246967
"Omnivorous Crabs","Predatory Crabs",0.007459518
"Omnivorous Crabs","Callinectus sapidus",0.04603454
"Omnivorous Crabs","Stone Crab",1.907988e-05
"Omnivorous Crabs","Sharks",4.162882e-05
"Omnivorous Crabs","Rays",0.002957891
"Omnivorous Crabs","Tarpon",0.0004173085
"Omnivorous Crabs","Bonefish",8.703281e-05
"Omnivorous Crabs","Lizardfish",0.00126723
"Omnivorous Crabs","Catfish",0.002295707
"Omnivorous Crabs","Eels",0.004779152
"Omnivorous Crabs","Toadfish",0.001524349
"Omnivorous Crabs","Brotalus",0.0005928025
"Omnivorous Crabs","Goldspotted killifish",0.01228662
"Omnivorous Crabs","Rainwater killifish",6.081073e-05
"Omnivorous Crabs","Snook",4.509789e-05
"Omnivorous Crabs","Grouper",8.40739e-06
"Omnivorous Crabs","Pompano",6.989152e-05
"Omnivorous Crabs","Grunt",0.0005428072
"Omnivorous Crabs","Porgy",2.581395e-05
"Omnivorous Crabs","Pinfish",0.0003367037
"Omnivorous Crabs","Scianids",0.003825158
"Omnivorous Crabs","Spadefish",0.001343754
"Omnivorous Crabs","Blennies",0.001011131
"Omnivorous Crabs","Flatfish",0.002635472
"Omnivorous Crabs","Filefishes",0.001236621
"Omnivorous Crabs","Puffer",0.01014396
"Omnivorous Crabs","Other Demersal Fishes",0.0001489659
"Omnivorous Crabs","Loon",4.122069e-07
"Omnivorous Crabs","Greeb",5.560712e-06
"Omnivorous Crabs","Big Herons & Egrets",0.0005479087
"Omnivorous Crabs","Small Herons & Egrets",0.0003530287
"Omnivorous Crabs","Ibis",0.0002703833
"Omnivorous Crabs","Roseate Spoonbill",0.0001887581
"Omnivorous Crabs","Herbivorous Ducks",0.0001652909
"Omnivorous Crabs","Omnivorous Ducks",0.0006989152
"Omnivorous Crabs","Predatory Ducks",1.152955e-05
"Omnivorous Crabs","Gruiformes",0.000571376
"Omnivorous Crabs","Small Shorebirds",0.0001938597
"Omnivorous Crabs","Gulls & Terns",0.0004540399
"Omnivorous Crabs","Kingfisher",2.214082e-06
"Omnivorous Crabs","Crocodiles",0.0001469253
"Omnivorous Crabs","Loggerhead Turtle",0.000269363
"Omnivorous Crabs","Hawksbill Turtle",3.060943e-07
"Omnivorous Crabs","Manatee",1.907988e-05
"Omnivorous Crabs","Benthic POC",0.1349488
"Predatory Crabs","Sharks",0.0004390139
"Predatory Crabs","Rays",8.174375e-05
"Predatory Crabs","Tarpon",1.158657e-05
"Predatory Crabs","Lizardfish",3.475969e-05
"Predatory Crabs","Catfish",9.981453e-05
"Predatory Crabs","Eels",0.0001307475
"Predatory Crabs","Toadfish",4.188171e-05
"Predatory Crabs","Brotalus",1.626371e-05
"Predatory Crabs","Snook",1.243695e-06
"Predatory Crabs","Grouper",1.955897e-07
"Predatory Crabs","Pompano",1.913378e-06
"Predatory Crabs","Spadefish",3.688567e-05
"Predatory Crabs","Filefishes",3.39093e-05
"Predatory Crabs","Puffer",0.0002785027
"Predatory Crabs","Small Shorebirds",5.314938e-06
"Predatory Crabs","Benthic POC",0.0028892
"Callinectus sapidus","Sharks",0.00021143
"Callinectus sapidus","Rays",0.000498732
"Callinectus sapidus","Tarpon",8.963012e-05
"Callinectus sapidus","Bonefish",1.466859e-05
"Callinectus sapidus","Lizardfish",0.0002134532
"Callinectus sapidus","Catfish",0.0006089992
"Callinectus sapidus","Eels",0.0008062664
"Callinectus sapidus","Toadfish",0.0002569532
"Callinectus sapidus","Brotalus",9.984754e-05
"Callinectus sapidus","Snook",7.607432e-06
"Callinectus sapidus","Grouper",1.203836e-06
"Callinectus sapidus","Pompano",1.173487e-05
"Callinectus sapidus","Spadefish",0.0002266044
"Callinectus sapidus","Filefishes",0.0002083951
"Callinectus sapidus","Puffer",0.001710661
"Callinectus sapidus","Loon",6.949875e-08
"Callinectus sapidus","Greeb",2.144649e-06
"Callinectus sapidus","Ibis",0.0001041975
"Callinectus sapidus","Roseate Spoonbill",7.303944e-05
"Callinectus sapidus","Herbivorous Ducks",6.383364e-05
"Callinectus sapidus","Omnivorous Ducks",0.0002701043
"Callinectus sapidus","Predatory Ducks",4.451157e-06
"Callinectus sapidus","Gruiformes",0.0002205346
"Callinectus sapidus","Small Shorebirds",7.486037e-05
"Callinectus sapidus","Gulls & Terns",0.0001750114
"Callinectus sapidus","Kingfisher",8.528013e-07
"Callinectus sapidus","Crocodiles",5.665109e-05
"Callinectus sapidus","Loggerhead Turtle",0.0001041975
"Callinectus sapidus","Hawksbill Turtle",1.183603e-07
"Callinectus sapidus","Benthic POC",0.01315721
"Stone Crab","Sharks",1.537875e-05
"Stone Crab","Tarpon",2.685867e-06
"Stone Crab","Catfish",2.328473e-05
"Stone Crab","Grouper",4.797737e-08
"Stone Crab","Spadefish",9.05397e-06
"Stone Crab","Puffer",3.162391e-06
"Stone Crab","Benthic POC",0.000598905
"Sharks","Water POC",0.000746959
"Rays","Raptors",0.0001205592
"Rays","Water POC",0.05674864
"Tarpon","Barracuda",6.345028e-05
"Tarpon","Raptors",8.073573e-06
"Tarpon","Crocodiles",9.159184e-05
"Tarpon","Water POC",0.0004995919
"Bonefish","Barracuda",4.606293e-05
"Bonefish","Water POC",0.0009762895
"Sardines","Sharks",9.438442e-06
"Sardines","Tarpon",3.408327e-05
"Sardines","Needlefish",0.001653912
"Sardines","Snook",1.409212e-05
"Sardines","Grouper",5.833481e-07
"Sardines","Jacks",4.478891e-05
"Sardines","Pompano",5.724241e-06
"Sardines","Other Snapper",7.23177e-05
"Sardines","Gray Snapper",5.604075e-05
"Sardines","Spotted Seatrout",0.0002599941
"Sardines","Mackerel",1.074934e-05
"Sardines","Barracuda",0.006363302
"Sardines","Other Pelagic Fishes",1.660467e-05
"Sardines","Loon",1.049808e-06
"Sardines","Greeb",1.715087e-05
"Sardines","Pelican",0.002892708
"Sardines","Comorant",0.00052982
"Sardines","Big Herons & Egrets",0.0004402422
"Sardines","Small Herons & Egrets",0.0003888988
"Sardines","Ibis",0.0001693239
"Sardines","Roseate Spoonbill",0.0002206673
"Sardines","Predatory Ducks",4.566284e-05
"Sardines","Gruiformes",8.444347e-05
"Sardines","Small Shorebirds",1.289046e-05
"Sardines","Gulls & Terns",9.198112e-05
"Sardines","Kingfisher",2.665486e-06
"Sardines","Dolphin",0.000174786
"Sardines","Water POC",0.007347565
"Anchovy","Sharks",1.315662e-07
"Anchovy","Tarpon",4.75336e-07
"Anchovy","Needlefish",2.302409e-05
"Anchovy","Snook",1.962883e-07
"Anchovy","Jacks",6.228175e-07
"Anchovy","Pompano",7.957635e-08
"Anchovy","Other Snapper",1.038736e-06
"Anchovy","Gray Snapper",8.042515e-07
"Anchovy","Spotted Seatrout",3.607461e-06
"Anchovy","Mackerel",1.496035e-07
"Anchovy","Barracuda",8.84889e-06
"Anchovy","Other Pelagic Fishes",4.604817e-07
"Anchovy","Water POC",0.0003798444
"Bay Anchovy","Sharks",4.24228e-05
"Bay Anchovy","Tarpon",0.0001484798
"Bay Anchovy","Lizardfish",0.001897915
"Bay Anchovy","Eels",0.003907947
"Bay Anchovy","Needlefish",0.007151271
"Bay Anchovy","Snook",6.100802e-05
"Bay Anchovy","Grouper",2.747381e-06
"Bay Anchovy","Jacks",0.0001939328
"Bay Anchovy","Pompano",2.474663e-05
"Bay Anchovy","Other Snapper",0.0003131206
"Bay Anchovy","Gray Snapper",0.000242416
"Bay Anchovy","Scianids",0.002234267
"Bay Anchovy","Spotted Seatrout",0.001226221
"Bay Anchovy","Red Drum",7.13107e-05
"Bay Anchovy","Mackerel",4.646306e-05
"Bay Anchovy","Barracuda",0.002751421
"Bay Anchovy","Other Pelagic Fishes",7.171473e-05
"Bay Anchovy","Loon",2.27265e-06
"Bay Anchovy","Greeb",7.413889e-05
"Bay Anchovy","Pelican",0.006254332
"Bay Anchovy","Comorant",0.0007646204
"Bay Anchovy","Big Herons & Egrets",0.003806941
"Bay Anchovy","Small Herons & Egrets",0.001681761
"Bay Anchovy","Ibis",0.0007333084
"Bay Anchovy","Roseate Spoonbill",0.0009535029
"Bay Anchovy","Predatory Ducks",9.878451e-05
"Bay Anchovy","Gruiformes",0.0003656441
"Bay Anchovy","Small Shorebirds",5.565467e-05
"Bay Anchovy","Gulls & Terns",0.0003979663
"Bay Anchovy","Kingfisher",1.151476e-05
"Bay Anchovy","Dolphin",0.0005050333
"Bay Anchovy","Water POC",0.02957172
"Lizardfish","Eels",0.0005556771
"Lizardfish","Spotted Seatrout",0.0002992107
"Lizardfish","Loon",5.041896e-07
"Lizardfish","Greeb",4.119006e-06
"Lizardfish","Pelican",0.001388221
"Lizardfish","Comorant",0.0002545234
"Lizardfish","Big Herons & Egrets",0.0002108076
"Lizardfish","Predatory Ducks",2.195507e-05
"Lizardfish","Raptors",1.942927e-05
"Lizardfish","Crocodiles",2.93382e-05
"Lizardfish","Dolphin",2.80753e-05
"Lizardfish","Water POC",0.00850322
"Catfish","Predatory Gastropods",0.005395336
"Catfish","Sharks",1.274805e-05
"Catfish","Tarpon",2.720254e-05
"Catfish","Red Drum",1.304919e-05
"Catfish","Big Herons & Egrets",0.0006986333
"Catfish","Raptors",3.212107e-05
"Catfish","Crocodiles",0.0001455486
"Catfish","Dolphin",0.0001395259
"Catfish","Water POC",0.01411219
"Eels","Sharks",2.733906e-05
"Eels","Bonefish",1.79889e-05
"Eels","Lizardfish",0.0002622111
"Eels","Toadfish",0.0003211578
"Eels","Brotalus",1.554973e-05
"Eels","Grouper",1.737911e-06
"Eels","Pompano",4.817367e-06
"Eels","Loon",3.31321e-07
"Eels","Pelican",0.003646564
"Eels","Comorant",0.0002225745
"Eels","Big Herons & Egrets",0.001109824
"Eels","Predatory Ducks",1.443177e-05
"Eels","Raptors",2.550969e-05
"Eels","Crocodiles",0.0002317214
"Eels","Dolphin",0.0001107791
"Eels","Benthic POC",0.005940403
"Toadfish","Sharks",7.675147e-06
"Toadfish","Bonefish",5.800079e-06
"Toadfish","Lizardfish",8.44266e-05
"Toadfish","Catfish",0.0005051995
"Toadfish","Grouper",4.741103e-07
"Toadfish","Other Snapper",5.877802e-05
"Toadfish","Gray Snapper",4.556511e-05
"Toadfish","Spotted Seatrout",0.0002108236
"Toadfish","Red Drum",1.340722e-05
"Toadfish","Flatfish",0.000439135
"Toadfish","Other Demersal Fishes",9.715375e-06
"Toadfish","Loon",3.701558e-07
"Toadfish","Greeb",3.021482e-06
"Toadfish","Pelican",0.001019143
"Toadfish","Comorant",0.0001865352
"Toadfish","Big Herons & Egrets",0.000155446
"Toadfish","Small Herons & Egrets",0.0001369868
"Toadfish","Roseate Spoonbill",7.762584e-05
"Toadfish","Predatory Ducks",1.612752e-05
"Toadfish","Raptors",1.42816e-05
"Toadfish","Crocodiles",2.156813e-05
"Toadfish","Dolphin",0.000102983
"Toadfish","Benthic POC",0.003450901
"Brotalus","Sharks",4.046533e-06
"Brotalus","Bonefish",3.057381e-06
"Brotalus","Catfish",0.0003986585
"Brotalus","Grouper",2.49786e-07
"Brotalus","Red Drum",7.07394e-06
"Brotalus","Flatfish",0.0002967458
"Brotalus","Other Demersal Fishes",5.245507e-06
"Brotalus","Big Herons & Egrets",0.0001888382
"Brotalus","Raptors",8.67257e-06
"Brotalus","Crocodiles",3.936628e-05
"Brotalus","Benthic POC",0.002378962
"Halfbeaks","Needlefish",0.0001327907
"Halfbeaks","Jacks",2.159043e-05
"Halfbeaks","Mackerel",5.16833e-06
"Halfbeaks","Barracuda",0.0003057053
"Halfbeaks","Other Pelagic Fishes",7.967444e-06
"Halfbeaks","Loon",5.044137e-07
"Halfbeaks","Greeb",4.127021e-06
"Halfbeaks","Pelican",0.001390959
"Halfbeaks","Comorant",0.0002550728
"Halfbeaks","Big Herons & Egrets",0.000212083
"Halfbeaks","Predatory Ducks",2.197257e-05
"Halfbeaks","Raptors",3.888189e-05
"Halfbeaks","Crocodiles",8.82724e-05
"Halfbeaks","Dolphin",2.808667e-05
"Halfbeaks","Water POC",0.004140396
"Needlefish","Jacks",7.430725e-05
"Needlefish","Mackerel",1.782573e-05
"Needlefish","Barracuda",0.001054522
"Needlefish","Other Pelagic Fishes",2.493599e-05
"Needlefish","Loon",1.932789e-06
"Needlefish","Greeb",1.582284e-05
"Needlefish","Pelican",0.002662843
"Needlefish","Comorant",0.0006509395
"Needlefish","Big Herons & Egrets",0.0008101693
"Needlefish","Predatory Ducks",8.412141e-05
"Needlefish","Raptors",7.450753e-05
"Needlefish","Crocodiles",0.0001131633
"Needlefish","Dolphin",0.0001071547
"Needlefish","Water POC",0.02017111
"Other Killifish","Other Cnidaridae",1.841893e-05
"Other Killifish","Sharks",2.12907e-06
"Other Killifish","Tarpon",4.921618e-06
"Other Killifish","Needlefish",0.0001178415
"Other Killifish","Other Snapper",1.029876e-05
"Other Killifish","Gray Snapper",7.981537e-06
"Other Killifish","Spotted Seatrout",3.703592e-05
"Other Killifish","Red Drum",2.346928e-06
"Other Killifish","Barracuda",9.031218e-05
"Other Killifish","Greeb",2.445955e-06
"Other Killifish","Pelican",0.0002059751
"Other Killifish","Comorant",5.030547e-05
"Other Killifish","Big Herons & Egrets",0.0001257637
"Other Killifish","Small Herons & Egrets",0.0001109097
"Other Killifish","Ibis",4.822591e-05
"Other Killifish","Roseate Spoonbill",6.278281e-05
"Other Killifish","Kingfisher",7.595333e-07
"Other Killifish","Water POC",0.00145767
"Goldspotted killifish","Other Cnidaridae",0.0007129029
"Goldspotted killifish","Sharks",4.63733e-05
"Goldspotted killifish","Tarpon",0.0001868775
"Goldspotted killifish","Lizardfish",1.156861e-05
"Goldspotted killifish","Eels",0.002639026
"Goldspotted killifish","Toadfish",0.0003411255
"Goldspotted killifish","Brotalus",0.0001324951
"Goldspotted killifish","Needlefish",0.004514722
"Goldspotted killifish","Grouper",3.767212e-06
"Goldspotted killifish","Jacks",0.0002442261
"Goldspotted killifish","Pompano",1.562256e-05
"Goldspotted killifish","Other Snapper",0.0003945191
"Goldspotted killifish","Gray Snapper",0.0003055298
"Goldspotted killifish","Scianids",0.002819971
"Goldspotted killifish","Spotted Seatrout",0.001547424
"Goldspotted killifish","Red Drum",8.997804e-05
"Goldspotted killifish","Mackerel",5.863404e-05
"Goldspotted killifish","Barracuda",0.003472559
"Goldspotted killifish","Other Pelagic Fishes",9.047242e-05
"Goldspotted killifish","Other Demersal Fishes",6.624756e-05
"Goldspotted killifish","Loon",2.867432e-06
"Goldspotted killifish","Greeb",9.363648e-05
"Goldspotted killifish","Pelican",0.007893348
"Goldspotted killifish","Comorant",0.00192909
"Goldspotted killifish","Big Herons & Egrets",0.00240271
"Goldspotted killifish","Small Herons & Egrets",0.004246766
"Goldspotted killifish","Ibis",0.001850977
"Goldspotted killifish","Roseate Spoonbill",0.002406665
"Goldspotted killifish","Herbivorous Ducks",8.256227e-05
"Goldspotted killifish","Omnivorous Ducks",0.0001997315
"Goldspotted killifish","Predatory Ducks",0.000124585
"Goldspotted killifish","Gruiformes",0.0009215333
"Goldspotted killifish","Small Shorebirds",0.0001404053
"Goldspotted killifish","Gulls & Terns",0.001003601
"Goldspotted killifish","Kingfisher",2.916871e-05
"Goldspotted killifish","Loggerhead Turtle",3.539795e-05
"Goldspotted killifish","Dolphin",0.0003193726
"Goldspotted killifish","Water POC",0.02490414
"Rainwater killifish","Sharks",1.14696e-05
"Rainwater killifish","Tarpon",3.839401e-05
"Rainwater killifish","Eels",0.0005414041
"Rainwater killifish","Needlefish",0.000110808
"Rainwater killifish","Grouper",5.948641e-07
"Rainwater killifish","Jacks",5.025241e-05
"Rainwater killifish","Pompano",6.424921e-06
"Rainwater killifish","Other Snapper",8.106481e-05
"Rainwater killifish","Gray Snapper",6.279121e-05
"Rainwater killifish","Scianids",0.0006133321
"Rainwater killifish","Spotted Seatrout",0.0002643841
"Rainwater killifish","Red Drum",1.8468e-05
"Rainwater killifish","Mackerel",1.20528e-05
"Rainwater killifish","Barracuda",0.0007134481
"Rainwater killifish","Other Pelagic Fishes",1.69128e-05
"Rainwater killifish","Loon",6.531841e-07
"Rainwater killifish","Greeb",2.1384e-05
"Rainwater killifish","Pelican",0.0009000721
"Rainwater killifish","Comorant",0.000219672
"Rainwater killifish","Big Herons & Egrets",0.0005482081
"Rainwater killifish","Small Herons & Egrets",0.0009690842
"Rainwater killifish","Ibis",0.000421848
"Rainwater killifish","Roseate Spoonbill",0.0005491801
"Rainwater killifish","Herbivorous Ducks",1.88568e-05
"Rainwater killifish","Omnivorous Ducks",4.568401e-05
"Rainwater killifish","Predatory Ducks",2.84796e-05
"Rainwater killifish","Gruiformes",0.000209952
"Rainwater killifish","Small Shorebirds",3.2076e-05
"Rainwater killifish","Gulls & Terns",0.000229392
"Rainwater killifish","Kingfisher",6.64848e-06
"Rainwater killifish","Loggerhead Turtle",8.087041e-06
"Rainwater killifish","Dolphin",7.280281e-05
"Rainwater killifish","Water POC",0.009014329
"Snook","Crocodiles",7.546658e-06
"Snook","Dolphin",7.20759e-06
"Snook","Water POC",5.98695e-05
"Sailfin Molly","Grouper",5.446958e-08
"Sailfin Molly","Other Snapper",6.744307e-06
"Sailfin Molly","Gray Snapper",5.227553e-06
"Sailfin Molly","Grunt",0.0002098653
"Sailfin Molly","Scianids",4.817362e-05
"Sailfin Molly","Barracuda",5.933464e-05
"Sailfin Molly","Greeb",1.602608e-06
"Sailfin Molly","Comorant",3.300609e-05
"Sailfin Molly","Big Herons & Egrets",8.213364e-05
"Sailfin Molly","Small Herons & Egrets",7.259431e-05
"Sailfin Molly","Ibis",3.167058e-05
"Sailfin Molly","Roseate Spoonbill",4.111452e-05
"Sailfin Molly","Kingfisher",4.979531e-07
"Sailfin Molly","Water POC",0.001175246
"Silverside","Predatory Gastropods",0.002252644
"Silverside","Tarpon",1.634251e-05
"Silverside","Needlefish",0.0008736182
"Silverside","Grouper",2.975951e-07
"Silverside","Jacks",2.259705e-05
"Silverside","Pompano",5.780407e-06
"Silverside","Mackerel",5.427328e-06
"Silverside","Barracuda",0.0003207974
"Silverside","Other Pelagic Fishes",7.596241e-06
"Silverside","Loon",2.945687e-07
"Silverside","Greeb",9.613836e-06
"Silverside","Pelican",0.0008110728
"Silverside","Comorant",0.0001977242
"Silverside","Big Herons & Egrets",0.0002471553
"Silverside","Small Herons & Egrets",0.0004358003
"Silverside","Ibis",0.0001896538
"Silverside","Roseate Spoonbill",0.0002471553
"Silverside","Predatory Ducks",1.281172e-05
"Silverside","Gruiformes",9.462515e-05
"Silverside","Small Shorebirds",1.44258e-05
"Silverside","Gulls & Terns",0.0001028973
"Silverside","Kingfisher",2.996127e-06
"Silverside","Dolphin",9.825682e-05
"Silverside","Water POC",0.004380197
"Other Horsefish","Tarpon",6.054725e-06
"Other Horsefish","Grouper",3.307948e-07
"Other Horsefish","Other Snapper",3.760822e-05
"Other Horsefish","Gray Snapper",2.914145e-05
"Other Horsefish","Scianids",0.0002687708
"Other Horsefish","Loon",2.727088e-07
"Other Horsefish","Greeb",8.919645e-06
"Other Horsefish","Pelican",0.001503344
"Other Horsefish","Comorant",0.0002756623
"Other Horsefish","Big Herons & Egrets",0.0002284059
"Other Horsefish","Small Herons & Egrets",0.0004046329
"Other Horsefish","Ibis",0.000176227
"Other Horsefish","Roseate Spoonbill",0.0002293904
"Other Horsefish","Predatory Ducks",1.191255e-05
"Other Horsefish","Gruiformes",8.781814e-05
"Other Horsefish","Small Shorebirds",1.338931e-05
"Other Horsefish","Gulls & Terns",9.559575e-05
"Other Horsefish","Kingfisher",2.776313e-06
"Other Horsefish","Dolphin",3.04213e-05
"Other Horsefish","Water POC",0.004900882
"Gulf Pipefish","Tarpon",2.536563e-05
"Gulf Pipefish","Grouper",4.723599e-07
"Gulf Pipefish","Other Snapper",5.372719e-05
"Gulf Pipefish","Gray Snapper",4.15437e-05
"Gulf Pipefish","Scianids",0.0003834803
"Gulf Pipefish","Loon",3.894722e-07
"Gulf Pipefish","Greeb",1.268281e-05
"Gulf Pipefish","Pelican",0.001073545
"Gulf Pipefish","Comorant",0.0001308227
"Gulf Pipefish","Big Herons & Egrets",0.0006531149
"Gulf Pipefish","Small Herons & Egrets",0.0005772178
"Gulf Pipefish","Ibis",0.000251659
"Gulf Pipefish","Roseate Spoonbill",0.0003275561
"Gulf Pipefish","Omnivorous Ducks",2.726306e-05
"Gulf Pipefish","Predatory Ducks",1.697699e-05
"Gulf Pipefish","Gruiformes",0.0001248308
"Gulf Pipefish","Small Shorebirds",1.907415e-05
"Gulf Pipefish","Gulls & Terns",0.0001368146
"Gulf Pipefish","Kingfisher",3.964627e-06
"Gulf Pipefish","Dolphin",4.334126e-05
"Gulf Pipefish","Water POC",0.006240543
"Dwarf Seahorse","Tarpon",6.59855e-06
"Dwarf Seahorse","Grouper",1.233875e-07
"Dwarf Seahorse","Other Snapper",1.405545e-05
"Dwarf Seahorse","Gray Snapper",1.094394e-05
"Dwarf Seahorse","Scianids",0.000100534
"Dwarf Seahorse","Loon",1.021434e-07
"Dwarf Seahorse","Greeb",3.336828e-06
"Dwarf Seahorse","Pelican",0.0002811089
"Dwarf Seahorse","Big Herons & Egrets",0.0003422662
"Dwarf Seahorse","Small Herons & Egrets",0.0001512838
"Dwarf Seahorse","Ibis",6.59855e-05
"Dwarf Seahorse","Roseate Spoonbill",8.572749e-05
"Dwarf Seahorse","Predatory Ducks",4.44195e-06
"Dwarf Seahorse","Gruiformes",3.283181e-05
"Dwarf Seahorse","Small Shorebirds",5.010606e-06
"Dwarf Seahorse","Gulls & Terns",3.572873e-05
"Dwarf Seahorse","Kingfisher",1.038601e-06
"Dwarf Seahorse","Water POC",0.001692018
"Grouper","Water POC",1.21323e-05
"Jacks","Raptors",5.243912e-06
"Jacks","Crocodiles",2.373867e-05
"Jacks","Dolphin",1.897148e-05
"Jacks","Water POC",0.0008668507
"Pompano","Raptors",7.923025e-06
"Pompano","Crocodiles",3.591371e-05
"Pompano","Water POC",0.001535586
"Other Snapper","Tarpon",5.079483e-06
"Other Snapper","Barracuda",0.0003548813
"Other Snapper","Loon",2.973593e-07
"Other Snapper","Greeb",4.855244e-06
"Other Snapper","Pelican",0.0008189569
"Other Snapper","Comorant",0.0001998645
"Other Snapper","Big Herons & Egrets",0.0002495869
"Other Snapper","Predatory Ducks",1.296682e-05
"Other Snapper","Raptors",2.29113e-05
"Other Snapper","Crocodiles",3.461068e-05
"Other Snapper","Dolphin",3.305076e-05
"Other Snapper","Water POC",0.003463993
"Gray Snapper","Big Herons & Egrets",0.000319017
"Gray Snapper","Raptors",1.470078e-05
"Gray Snapper","Crocodiles",3.330177e-05
"Gray Snapper","Dolphin",2.120113e-05
"Gray Snapper","Water POC",0.002601138
"Mojarra","Sharks",7.95247e-06
"Mojarra","Tarpon",7.116391e-05
"Mojarra","Grouper",5.852551e-07
"Mojarra","Jacks",4.491493e-05
"Mojarra","Pompano",5.745611e-06
"Mojarra","Other Snapper",6.095598e-05
"Mojarra","Gray Snapper",4.724817e-05
"Mojarra","Grunt",0.001034404
"Mojarra","Scianids",0.0004355387
"Mojarra","Spotted Seatrout",0.0002391574
"Mojarra","Red Drum",1.390224e-05
"Mojarra","Barracuda",0.0005356738
"Mojarra","Other Demersal Fishes",1.030516e-05
"Mojarra","Loon",8.846879e-07
"Mojarra","Greeb",1.448555e-05
"Mojarra","Big Herons & Egrets",0.0003704023
